image_name,tags,augment
train_21517,partly_cloudy primary,"[3,0]"
train_18611,agriculture cultivation haze primary,"[1,0]"
train_14610,agriculture clear cultivation primary,"[2,1]"
train_25385,clear primary,"[1,0]"
train_4749,agriculture clear primary road,"[3,1]"
train_26243,partly_cloudy water,"[2,1]"
train_28856,agriculture clear primary,"[2,0]"
train_37963,clear primary,"[1,0]"
train_24114,cloudy,"[3,0]"
train_15629,clear primary,"[1,1]"
train_36233,agriculture partly_cloudy primary,"[1,1]"
train_8321,clear primary,"[2,1]"
train_12415,clear primary,"[3,0]"
train_6954,cloudy,"[3,0]"
train_9348,agriculture partly_cloudy primary road,"[1,1]"
train_6321,partly_cloudy primary selective_logging water,"[1,1]"
train_1857,partly_cloudy primary slash_burn,"[1,0]"
train_32964,agriculture clear primary,"[2,1]"
train_38614,agriculture clear road,"[2,1]"
train_38456,agriculture clear primary water,"[1,1]"
train_13408,agriculture clear primary road,"[2,1]"
train_15441,clear primary,"[1,0]"
train_35336,agriculture clear primary,"[3,1]"
train_19313,blow_down clear primary,"[3,1]"
train_88,partly_cloudy primary,"[2,0]"
train_23488,partly_cloudy primary,"[2,1]"
train_13721,agriculture clear primary road,"[2,0]"
train_16754,agriculture clear cultivation primary,"[3,0]"
train_7691,clear primary,"[3,0]"
train_1378,cloudy,"[1,0]"
train_13704,clear primary,"[1,1]"
train_28558,clear primary,"[3,1]"
train_11840,clear primary,"[2,0]"
train_4188,clear primary,"[3,0]"
train_25290,clear primary road selective_logging,"[3,1]"
train_4515,agriculture clear primary,"[2,0]"
train_13378,agriculture clear primary road,"[2,0]"
train_33057,clear primary,"[2,0]"
train_12758,clear primary,"[1,0]"
train_16287,partly_cloudy primary,"[3,1]"
train_17977,agriculture clear cultivation primary water,"[2,1]"
train_9040,clear primary water,"[3,0]"
train_17784,clear primary water,"[3,1]"
train_25531,agriculture habitation partly_cloudy primary,"[1,1]"
train_8044,clear primary,"[3,1]"
train_29294,clear primary,"[2,0]"
train_32613,cloudy,"[3,1]"
train_21065,clear primary,"[3,0]"
train_14322,agriculture clear habitation primary road,"[3,1]"
train_19604,clear primary road water,"[1,1]"
train_38219,clear primary,"[3,0]"
train_22378,partly_cloudy primary,"[1,1]"
train_7371,clear primary,"[3,1]"
train_14398,partly_cloudy primary,"[3,0]"
train_36720,cloudy,"[2,0]"
train_39746,agriculture clear primary road,"[2,1]"
train_3502,clear primary,"[1,1]"
train_38602,agriculture partly_cloudy primary,"[1,1]"
train_15055,clear habitation primary road water,"[1,0]"
train_38444,clear primary,"[3,0]"
train_5790,clear primary,"[3,1]"
train_35284,agriculture clear primary,"[1,1]"
train_37295,agriculture clear primary road,"[2,1]"
train_524,agriculture clear primary water,"[1,1]"
train_1721,clear primary selective_logging,"[2,0]"
train_6959,agriculture clear primary road,"[3,1]"
train_22941,clear primary,"[2,1]"
train_35896,clear primary,"[2,0]"
train_33222,clear primary,"[3,0]"
train_20519,clear primary,"[2,0]"
train_18448,clear primary,"[2,0]"
train_35878,clear primary road selective_logging,"[1,0]"
train_40032,partly_cloudy primary,"[3,0]"
train_15442,agriculture clear primary road,"[1,0]"
train_2921,agriculture clear primary road,"[3,0]"
train_2,clear primary,"[3,1]"
train_1349,clear primary,"[2,1]"
train_21235,partly_cloudy primary,"[1,1]"
train_32747,agriculture clear primary road water,"[1,0]"
train_36139,agriculture partly_cloudy primary road,"[2,0]"
train_5526,clear primary,"[2,0]"
train_7166,clear primary,"[1,1]"
train_36485,agriculture clear primary,"[2,0]"
train_24345,habitation haze primary water,"[1,1]"
train_5571,clear primary road,"[3,1]"
train_27192,blooming clear primary,"[1,1]"
train_13859,clear primary,"[1,0]"
train_3640,agriculture clear,"[3,1]"
train_12817,partly_cloudy primary,"[2,1]"
train_8668,agriculture clear cultivation primary,"[3,1]"
train_1912,bare_ground clear habitation primary road,"[1,1]"
train_5243,clear primary,"[1,0]"
train_33331,clear primary,"[3,1]"
train_8397,clear primary,"[2,0]"
train_35967,agriculture partly_cloudy primary,"[1,1]"
train_39688,agriculture clear cultivation primary,"[3,1]"
train_8281,agriculture clear habitation primary road,"[1,0]"
train_6742,partly_cloudy primary,"[2,1]"
train_28686,cloudy,"[2,1]"
train_38811,agriculture clear primary water,"[1,1]"
train_2209,agriculture clear primary,"[3,0]"
train_30032,clear primary,"[3,0]"
train_23456,agriculture clear primary water,"[2,0]"
train_36646,clear primary,"[2,1]"
train_26207,clear primary,"[1,1]"
train_17720,agriculture clear primary water,"[3,0]"
train_38083,agriculture clear primary,"[1,1]"
train_6105,cloudy,"[2,0]"
train_13828,haze primary,"[3,0]"
train_8327,clear primary,"[1,1]"
train_10798,agriculture clear primary,"[2,0]"
train_8038,clear cultivation primary,"[2,0]"
train_25168,clear primary,"[2,0]"
train_1913,clear primary road,"[2,1]"
train_7990,partly_cloudy primary,"[1,1]"
train_1194,cloudy,"[1,0]"
train_10459,agriculture partly_cloudy primary road,"[2,1]"
train_28023,clear primary,"[3,0]"
train_29281,blooming clear primary,"[3,0]"
train_6293,agriculture clear primary water,"[3,0]"
train_33109,partly_cloudy primary water,"[3,0]"
train_32576,partly_cloudy primary,"[1,0]"
train_34620,agriculture cultivation partly_cloudy primary road,"[3,0]"
train_36839,agriculture clear cultivation primary,"[3,1]"
train_6989,clear water,"[1,0]"
train_25088,agriculture clear primary road,"[1,1]"
train_1303,clear primary,"[2,0]"
train_18678,clear primary,"[3,1]"
train_29637,agriculture partly_cloudy primary,"[3,1]"
train_8147,clear primary,"[3,0]"
train_25090,haze primary,"[2,0]"
train_38622,clear primary,"[1,0]"
train_10830,agriculture partly_cloudy primary road,"[3,0]"
train_5572,cloudy,"[3,0]"
train_28199,cultivation haze primary,"[1,0]"
train_19588,clear primary,"[1,1]"
train_2217,agriculture clear cultivation primary,"[1,1]"
train_24158,clear primary,"[2,0]"
train_39974,clear primary,"[1,0]"
train_29561,clear primary,"[3,0]"
train_13948,clear primary,"[1,1]"
train_31490,clear primary,"[2,1]"
train_24663,clear primary,"[1,1]"
train_29395,clear primary,"[2,0]"
train_734,clear primary,"[1,0]"
train_1636,agriculture partly_cloudy primary water,"[1,0]"
train_39769,agriculture clear primary,"[2,0]"
train_19306,agriculture cultivation habitation partly_cloudy primary,"[3,0]"
train_13373,agriculture habitation partly_cloudy primary road,"[3,1]"
train_19259,clear primary,"[2,1]"
train_37203,clear primary,"[1,0]"
train_1253,agriculture clear cultivation primary,"[1,1]"
train_38854,clear primary,"[1,0]"
train_2647,clear primary,"[3,1]"
train_25422,agriculture clear primary,"[2,0]"
train_37844,clear primary,"[2,1]"
train_22058,clear primary,"[1,1]"
train_19850,agriculture haze primary,"[2,0]"
train_31253,clear primary,"[1,1]"
train_10543,clear primary,"[3,0]"
train_35843,clear primary selective_logging,"[3,1]"
train_4790,clear cultivation primary,"[2,1]"
train_8210,agriculture clear cultivation primary road,"[3,1]"
train_36867,blooming clear primary,"[2,0]"
train_27067,clear cultivation habitation primary water,"[1,0]"
train_33241,agriculture clear cultivation primary water,"[3,1]"
train_25817,clear primary,"[2,1]"
train_20278,clear primary,"[2,0]"
train_1921,cloudy,"[3,1]"
train_40118,clear primary,"[3,0]"
train_39095,agriculture clear primary,"[1,0]"
train_9381,clear primary,"[2,0]"
train_29213,clear primary road water,"[2,0]"
train_24238,partly_cloudy primary,"[3,1]"
train_23382,agriculture clear primary road,"[2,1]"
train_14471,clear primary,"[1,1]"
train_23946,clear primary,"[3,0]"
train_34717,agriculture clear primary road,"[2,0]"
train_24920,clear primary,"[2,0]"
train_16713,agriculture clear cultivation primary,"[3,1]"
train_29048,clear primary,"[2,0]"
train_197,agriculture clear primary road,"[1,0]"
train_27535,agriculture cultivation partly_cloudy primary,"[2,0]"
train_26026,agriculture clear cultivation primary,"[2,1]"
train_24747,clear primary,"[3,1]"
train_4212,partly_cloudy primary,"[2,0]"
train_20362,haze primary,"[2,0]"
train_19732,clear primary,"[2,1]"
train_29262,agriculture clear primary,"[2,1]"
train_11922,agriculture clear cultivation primary road water,"[3,1]"
train_14899,conventional_mine habitation partly_cloudy primary road water,"[1,1]"
train_13133,clear cultivation primary water,"[2,0]"
train_40210,artisinal_mine clear habitation primary road water,"[2,0]"
train_17436,clear primary,"[3,0]"
train_16585,clear primary,"[1,1]"
train_20433,bare_ground clear,"[2,1]"
train_17749,agriculture clear primary road,"[1,1]"
train_31713,cloudy,"[3,0]"
train_22389,clear primary,"[3,0]"
train_19210,partly_cloudy primary,"[3,1]"
train_14355,clear primary blooming,"[3,1]"
train_34070,clear primary,"[2,0]"
train_28185,clear primary,"[2,0]"
train_31620,clear primary water,"[3,1]"
train_3843,agriculture habitation partly_cloudy primary road,"[1,1]"
train_34637,clear primary,"[3,1]"
train_19700,clear cultivation primary,"[2,0]"
train_29009,agriculture partly_cloudy primary,"[1,1]"
train_38671,clear primary,"[3,1]"
train_19707,clear primary,"[2,1]"
train_36209,agriculture clear cultivation primary,"[2,0]"
train_5288,agriculture clear habitation primary road,"[2,1]"
train_28780,clear primary,"[3,1]"
train_7980,clear primary,"[3,1]"
train_14677,agriculture clear primary,"[3,1]"
train_32590,agriculture partly_cloudy primary,"[3,1]"
train_4317,clear primary,"[3,1]"
train_28679,agriculture partly_cloudy primary slash_burn,"[1,0]"
train_459,clear primary,"[1,0]"
train_37248,clear primary,"[2,1]"
train_1573,partly_cloudy primary,"[2,1]"
train_8473,partly_cloudy primary,"[2,0]"
train_7900,clear primary,"[3,0]"
train_38410,agriculture clear primary road,"[3,0]"
train_3607,agriculture clear cultivation habitation primary road,"[2,0]"
train_7358,clear primary,"[3,1]"
train_12977,agriculture clear cultivation habitation primary road,"[1,0]"
train_2801,agriculture clear primary,"[2,1]"
train_22943,partly_cloudy primary,"[2,0]"
train_29555,agriculture clear primary road,"[2,1]"
train_4627,clear primary water,"[3,1]"
train_14894,clear primary,"[1,0]"
train_2957,clear primary road water,"[2,1]"
train_516,agriculture clear primary road,"[3,0]"
train_26168,agriculture clear cultivation primary,"[2,0]"
train_26744,clear water,"[2,1]"
train_15074,clear primary,"[1,1]"
train_29301,agriculture cultivation partly_cloudy primary,"[3,0]"
train_19757,partly_cloudy primary,"[3,0]"
train_6898,agriculture clear primary,"[2,0]"
train_29794,clear primary,"[3,0]"
train_12700,clear primary,"[1,1]"
train_18888,agriculture clear habitation primary road,"[2,1]"
train_23199,agriculture habitation partly_cloudy primary,"[2,1]"
train_23095,clear primary water,"[2,0]"
train_8183,haze primary water,"[1,0]"
train_37233,agriculture clear habitation primary road,"[2,0]"
train_2564,clear primary,"[2,0]"
train_12760,agriculture clear cultivation primary road,"[3,1]"
train_1353,clear primary,"[2,0]"
train_6404,clear primary,"[2,0]"
train_4156,clear primary,"[1,0]"
train_32069,agriculture clear habitation primary road,"[3,1]"
train_5758,clear primary,"[1,0]"
train_40024,clear primary,"[1,1]"
train_10188,haze primary,"[2,0]"
train_26799,clear primary,"[1,1]"
train_31905,clear primary,"[2,0]"
train_18359,clear primary,"[3,1]"
train_16442,agriculture clear cultivation habitation primary road,"[2,1]"
train_9271,agriculture clear primary water,"[1,0]"
train_8984,agriculture clear primary water,"[1,0]"
train_26092,agriculture cultivation partly_cloudy primary road,"[3,1]"
train_9651,clear cultivation primary,"[3,1]"
train_15784,agriculture cultivation partly_cloudy primary,"[2,1]"
train_39286,agriculture haze primary,"[3,0]"
train_17774,clear primary,"[3,1]"
train_10812,clear primary road water,"[3,0]"
train_13349,clear primary,"[3,0]"
train_23453,agriculture cultivation partly_cloudy primary road,"[1,1]"
train_27470,partly_cloudy primary,"[3,0]"
train_19381,cultivation partly_cloudy primary slash_burn,"[3,1]"
train_33737,agriculture clear cultivation primary water,"[3,0]"
train_9181,agriculture clear habitation primary road water,"[1,0]"
train_4778,agriculture cultivation partly_cloudy primary,"[1,1]"
train_4983,partly_cloudy primary,"[3,1]"
train_37806,agriculture partly_cloudy primary water,"[1,0]"
train_7716,clear primary,"[1,1]"
train_16681,clear primary,"[2,1]"
train_27337,clear primary,"[3,0]"
train_24384,agriculture cultivation partly_cloudy primary,"[3,0]"
train_31201,clear water,"[2,1]"
train_22141,clear primary,"[1,1]"
train_35542,agriculture clear primary road,"[3,1]"
train_22748,partly_cloudy primary,"[1,0]"
train_5744,clear primary,"[1,1]"
train_39546,partly_cloudy primary,"[3,1]"
train_17625,habitation partly_cloudy primary road water,"[2,0]"
train_32116,cloudy,"[2,0]"
train_37933,agriculture haze primary road,"[3,1]"
train_36969,haze primary,"[3,1]"
train_10192,clear primary,"[3,1]"
train_30343,agriculture clear primary,"[1,0]"
train_4614,clear primary,"[3,0]"
train_29385,agriculture clear primary road,"[1,1]"
train_38270,clear cultivation primary,"[3,0]"
train_1832,clear primary,"[3,1]"
train_6874,agriculture cultivation habitation partly_cloudy primary water,"[1,0]"
train_33790,agriculture clear habitation primary road,"[2,0]"
train_13512,agriculture partly_cloudy primary,"[3,0]"
train_10470,agriculture clear habitation primary road,"[2,0]"
train_13596,agriculture clear primary road,"[2,0]"
train_32585,partly_cloudy primary water,"[2,0]"
train_5466,agriculture partly_cloudy primary road,"[2,0]"
train_20118,agriculture clear primary water,"[3,0]"
train_20414,agriculture clear habitation primary road,"[3,1]"
train_40406,clear primary,"[3,1]"
train_4991,partly_cloudy primary,"[2,0]"
train_33805,agriculture clear cultivation road,"[2,0]"
train_27615,clear primary water,"[2,0]"
train_18824,agriculture clear habitation primary road,"[2,0]"
train_19150,agriculture cultivation partly_cloudy primary,"[2,0]"
train_30623,cloudy,"[3,0]"
train_38911,partly_cloudy primary,"[3,1]"
train_25001,agriculture cultivation habitation partly_cloudy primary road,"[2,0]"
train_22833,conventional_mine habitation partly_cloudy primary road,"[1,1]"
train_1507,agriculture haze primary,"[3,1]"
train_27211,clear primary,"[2,0]"
train_25135,clear primary,"[3,1]"
train_24125,agriculture clear cultivation primary,"[3,0]"
train_31305,artisinal_mine clear primary road water,"[2,1]"
train_25116,agriculture partly_cloudy primary,"[1,1]"
train_2896,partly_cloudy primary,"[1,0]"
train_8488,partly_cloudy primary,"[3,0]"
train_9699,clear primary,"[2,0]"
train_34265,habitation haze primary road,"[2,1]"
train_26946,agriculture clear primary water,"[1,1]"
train_21887,clear primary,"[1,1]"
train_38760,clear primary,"[3,1]"
train_11065,clear primary,"[1,0]"
train_9386,clear primary,"[3,0]"
train_24092,haze primary,"[1,1]"
train_31891,clear primary water,"[1,1]"
train_6893,cloudy,"[3,0]"
train_39730,agriculture clear cultivation habitation primary road,"[2,1]"
train_11644,cloudy,"[2,0]"
train_39968,clear primary road water,"[2,1]"
train_36915,haze primary water,"[2,1]"
train_20561,clear primary,"[2,1]"
train_2587,blooming clear primary,"[1,0]"
train_38585,clear primary,"[2,0]"
train_16565,clear primary road water,"[3,1]"
train_14919,clear primary water,"[3,1]"
train_25885,partly_cloudy primary,"[3,1]"
train_11775,clear primary,"[3,0]"
train_20932,blooming clear primary water,"[3,1]"
train_32699,agriculture clear primary,"[2,0]"
train_14762,agriculture clear primary,"[1,0]"
train_19454,agriculture clear primary road,"[1,1]"
train_6150,clear primary,"[2,1]"
train_29847,clear cultivation habitation primary slash_burn water,"[1,0]"
train_38262,partly_cloudy primary,"[2,1]"
train_12040,agriculture clear habitation primary road,"[3,1]"
train_10353,partly_cloudy primary,"[3,1]"
train_3547,agriculture cultivation partly_cloudy primary water,"[3,1]"
train_6450,agriculture cultivation haze primary,"[3,0]"
train_38347,clear primary water,"[2,0]"
train_14190,clear primary,"[1,1]"
train_7866,agriculture clear primary,"[1,1]"
train_5583,agriculture clear primary,"[3,1]"
train_29110,clear primary,"[2,1]"
train_23329,clear cultivation habitation primary water,"[2,0]"
train_28899,clear primary,"[3,1]"
train_20133,clear primary,"[1,1]"
train_20524,clear primary water,"[3,0]"
train_28872,artisinal_mine partly_cloudy primary water,"[3,0]"
train_35574,agriculture clear cultivation primary,"[3,0]"
train_22553,agriculture clear primary water,"[2,0]"
train_21578,clear primary water,"[1,0]"
train_39018,clear primary,"[3,0]"
train_9255,clear primary,"[2,1]"
train_26811,clear primary,"[3,1]"
train_1271,agriculture clear cultivation primary,"[2,0]"
train_19607,clear primary,"[2,0]"
train_5142,agriculture clear cultivation primary,"[2,0]"
train_1182,clear primary,"[3,1]"
train_13560,cloudy,"[3,0]"
train_27817,clear primary,"[3,1]"
train_34034,clear primary,"[3,1]"
train_21779,agriculture partly_cloudy primary,"[3,0]"
train_38305,clear primary,"[1,0]"
train_1085,clear primary,"[1,1]"
train_33586,haze primary road,"[3,1]"
train_9261,clear primary,"[2,1]"
train_38408,partly_cloudy primary,"[1,0]"
train_19459,clear primary,"[3,0]"
train_576,partly_cloudy primary,"[1,0]"
train_2536,clear primary road water,"[2,1]"
train_6102,agriculture cultivation haze primary,"[1,1]"
train_4968,agriculture clear primary road water,"[1,0]"
train_31876,haze primary,"[3,0]"
train_12113,clear primary,"[1,1]"
train_32471,partly_cloudy primary,"[3,0]"
train_38338,clear primary,"[2,1]"
train_38020,clear primary,"[2,1]"
train_14546,agriculture clear primary road,"[1,0]"
train_9670,habitation haze primary road,"[3,1]"
train_39159,clear primary,"[3,1]"
train_13634,clear primary,"[2,0]"
train_19905,agriculture clear habitation primary road water,"[2,0]"
train_35691,agriculture clear primary water,"[2,1]"
train_9488,agriculture clear habitation road,"[2,0]"
train_11338,haze primary,"[2,1]"
train_38680,partly_cloudy primary,"[3,1]"
train_33118,clear primary,"[1,1]"
train_21420,agriculture clear primary,"[1,1]"
train_7259,agriculture cultivation partly_cloudy primary road,"[2,1]"
train_5676,clear primary,"[1,1]"
train_9913,partly_cloudy primary,"[1,1]"
train_29710,agriculture partly_cloudy primary road water,"[3,1]"
train_8687,haze primary,"[1,1]"
train_37437,clear primary,"[3,0]"
train_28501,partly_cloudy primary,"[1,0]"
train_30587,partly_cloudy primary,"[2,1]"
train_12777,clear primary,"[3,1]"
train_31129,cloudy,"[1,1]"
train_39896,agriculture clear primary road,"[1,1]"
train_35803,agriculture clear habitation primary road,"[1,1]"
train_12386,cloudy,"[2,0]"
train_11824,clear primary,"[3,1]"
train_14032,agriculture clear primary road,"[1,0]"
train_33927,agriculture clear habitation primary road selective_logging water,"[3,0]"
train_26081,clear primary water,"[1,0]"
train_23632,partly_cloudy primary,"[3,0]"
train_12506,clear primary,"[1,0]"
train_16664,agriculture clear habitation primary road,"[2,0]"
train_39637,clear primary,"[2,1]"
train_20958,partly_cloudy primary water,"[2,0]"
train_8902,haze primary water,"[2,0]"
train_12977,agriculture clear cultivation habitation primary road,"[3,0]"
train_11058,haze primary,"[2,1]"
train_24562,agriculture habitation partly_cloudy primary road,"[3,0]"
train_21504,clear primary,"[2,1]"
train_10536,agriculture partly_cloudy primary,"[1,0]"
train_2234,cloudy,"[1,0]"
train_33350,clear primary,"[2,1]"
train_7540,agriculture clear cultivation primary water,"[2,0]"
train_26480,partly_cloudy primary,"[1,1]"
train_27776,partly_cloudy primary,"[2,1]"
train_4065,cloudy,"[3,1]"
train_14428,partly_cloudy primary,"[1,0]"
train_30211,cloudy,"[3,1]"
train_36228,agriculture partly_cloudy primary,"[2,0]"
train_17789,clear primary,"[3,1]"
train_36529,cloudy,"[2,0]"
train_11154,clear primary,"[2,1]"
train_39889,clear primary,"[1,1]"
train_22846,agriculture partly_cloudy primary,"[1,1]"
train_27869,clear primary road water,"[3,1]"
train_17892,clear cultivation primary,"[2,0]"
train_25023,partly_cloudy primary water,"[3,0]"
train_16722,agriculture clear primary,"[3,1]"
train_20377,clear primary water,"[2,1]"
train_19639,agriculture clear cultivation primary water,"[1,1]"
train_27514,agriculture bare_ground clear habitation primary road slash_burn,"[1,1]"
train_39980,agriculture cultivation cultivation partly_cloudy primary water,"[3,1]"
train_20602,haze primary,"[1,0]"
train_6309,clear primary,"[2,0]"
train_24599,clear primary,"[3,0]"
train_33789,agriculture cultivation partly_cloudy primary water,"[3,0]"
train_13550,clear cultivation primary slash_burn,"[2,0]"
train_1546,agriculture haze primary road,"[3,1]"
train_22479,clear primary,"[3,0]"
train_40089,agriculture clear road,"[2,0]"
train_35161,agriculture clear habitation primary road,"[1,1]"
train_32989,clear primary,"[3,1]"
train_36905,clear primary water,"[3,0]"
train_5323,clear primary,"[1,0]"
train_22641,clear habitation primary road,"[2,1]"
train_29612,agriculture cultivation partly_cloudy primary,"[3,0]"
train_28594,clear primary,"[3,0]"
train_17249,clear primary,"[2,0]"
train_5941,agriculture clear habitation primary road,"[1,1]"
train_21605,clear primary,"[3,1]"
train_34692,clear primary,"[1,0]"
train_5946,partly_cloudy primary,"[1,0]"
train_20254,agriculture clear primary,"[2,1]"
train_23644,bare_ground clear,"[3,1]"
train_22550,blooming clear primary,"[3,0]"
train_11285,agriculture clear primary road,"[1,1]"
train_29131,agriculture clear habitation primary,"[3,1]"
train_22190,clear primary,"[3,0]"
train_25405,haze primary,"[3,0]"
train_32524,agriculture haze primary,"[3,0]"
train_158,agriculture clear primary water,"[1,0]"
train_33339,agriculture habitation partly_cloudy primary road,"[1,1]"
train_21447,partly_cloudy primary,"[2,1]"
train_37837,clear primary,"[3,1]"
train_38869,clear primary,"[2,0]"
train_25109,cloudy,"[3,0]"
train_38473,haze primary,"[1,0]"
train_23660,clear cultivation primary water,"[2,0]"
train_36808,clear primary,"[3,1]"
train_28645,clear cultivation primary,"[3,0]"
train_35715,bare_ground clear habitation primary,"[1,0]"
train_679,clear primary,"[3,0]"
train_26364,agriculture partly_cloudy primary water,"[2,1]"
train_35397,clear primary,"[2,1]"
train_25072,agriculture clear primary,"[2,0]"
train_20868,agriculture clear primary,"[3,1]"
train_12886,clear primary,"[3,1]"
train_13245,clear primary water,"[2,0]"
train_23504,bare_ground clear cultivation habitation primary water,"[3,0]"
train_32901,clear water,"[3,0]"
train_15172,clear primary,"[1,0]"
train_33078,clear primary water,"[1,0]"
train_14916,agriculture clear primary road,"[1,1]"
train_18798,bare_ground clear primary slash_burn,"[2,1]"
train_37877,clear primary,"[3,0]"
train_15287,agriculture clear cultivation primary water,"[3,0]"
train_33965,clear primary,"[1,1]"
train_35179,cloudy,"[3,0]"
train_9674,partly_cloudy primary,"[2,0]"
train_5276,haze primary road water,"[1,0]"
train_5266,clear primary,"[3,0]"
train_24546,agriculture clear primary,"[3,0]"
train_39697,clear primary,"[3,1]"
train_27788,cloudy,"[1,1]"
train_38597,clear primary,"[3,1]"
train_35770,clear primary,"[3,0]"
train_23557,clear primary,"[2,0]"
train_10636,clear primary,"[1,1]"
train_2710,clear habitation road,"[2,0]"
train_8344,clear primary water,"[3,1]"
train_28530,clear habitation primary water,"[1,1]"
train_13554,agriculture clear habitation primary road,"[2,0]"
train_33280,clear primary water,"[3,1]"
train_24567,agriculture clear cultivation habitation primary road,"[3,1]"
train_20977,clear primary,"[3,0]"
train_18948,clear primary,"[1,0]"
train_8580,clear cultivation primary water,"[1,1]"
train_25898,clear primary water,"[3,0]"
train_29771,clear primary water,"[1,1]"
train_17179,clear primary,"[3,1]"
train_8046,partly_cloudy primary,"[3,1]"
train_24879,clear primary,"[3,0]"
train_18397,clear primary,"[2,1]"
train_26251,clear primary,"[3,0]"
train_24982,clear primary,"[3,0]"
train_16469,agriculture partly_cloudy primary road water,"[3,0]"
train_12045,agriculture clear primary,"[2,1]"
train_36773,clear primary,"[3,1]"
train_25657,clear primary,"[3,1]"
train_30906,agriculture clear habitation primary water,"[1,0]"
train_18212,partly_cloudy primary,"[1,0]"
train_15199,partly_cloudy primary water,"[2,0]"
train_15021,partly_cloudy primary,"[2,0]"
train_7282,clear primary,"[3,1]"
train_39568,clear primary water,"[2,0]"
train_9452,partly_cloudy primary water,"[1,0]"
train_40300,clear primary,"[2,1]"
train_28722,haze primary water,"[1,0]"
train_24847,clear primary water,"[2,0]"
train_25653,clear primary,"[1,1]"
train_19009,clear primary,"[3,0]"
train_23233,clear primary,"[2,0]"
train_28783,agriculture clear habitation primary water,"[2,1]"
train_20078,agriculture clear primary road,"[3,0]"
train_20568,agriculture partly_cloudy primary,"[3,0]"
train_12488,agriculture clear primary,"[2,0]"
train_8295,clear primary,"[3,0]"
train_7769,agriculture partly_cloudy primary,"[2,0]"
train_17909,partly_cloudy primary,"[2,1]"
train_7591,agriculture clear primary,"[2,0]"
train_29869,agriculture clear cultivation habitation primary road,"[1,0]"
train_11469,clear primary water,"[1,1]"
train_6056,partly_cloudy primary,"[3,1]"
train_13682,clear cultivation primary water,"[1,0]"
train_32283,cloudy,"[2,0]"
train_19764,partly_cloudy primary,"[2,1]"
train_35323,clear primary,"[3,0]"
train_16632,agriculture clear cultivation primary road water,"[2,0]"
train_36277,agriculture clear primary road,"[1,1]"
train_27420,clear primary,"[3,0]"
train_9866,haze primary,"[3,0]"
train_37995,haze primary water,"[3,1]"
train_3102,clear primary,"[2,1]"
train_9158,clear primary,"[3,0]"
train_25870,clear primary,"[2,1]"
train_20259,clear primary,"[3,1]"
train_17270,clear primary,"[1,0]"
train_21563,agriculture clear primary,"[1,0]"
train_22091,agriculture partly_cloudy primary water,"[1,1]"
train_30264,clear primary,"[1,1]"
train_2400,agriculture haze primary,"[1,0]"
train_6546,clear primary,"[3,1]"
