image_name,tags,augment
train_28709,clear primary,"[2,1]"
train_20167,haze primary,"[3,0]"
train_11619,clear primary,"[3,1]"
train_5975,cloudy,"[1,1]"
train_27370,clear primary,"[1,1]"
train_37501,clear cultivation primary road,"[3,0]"
train_18345,clear primary,"[1,1]"
train_25338,agriculture clear habitation primary road,"[1,0]"
train_26582,bare_ground clear habitation primary road,"[1,0]"
train_5227,agriculture clear primary,"[1,0]"
train_8166,clear primary,"[1,0]"
train_14685,clear primary,"[1,0]"
train_9230,clear cultivation primary water,"[2,1]"
train_6474,clear primary,"[2,0]"
train_21030,agriculture clear primary road water,"[3,1]"
train_19603,agriculture partly_cloudy primary road,"[2,0]"
train_39856,partly_cloudy primary water,"[1,0]"
train_9507,clear primary,"[3,1]"
train_40448,clear primary,"[2,0]"
train_18208,clear primary,"[2,0]"
train_38031,artisinal_mine clear primary water,"[1,0]"
train_6971,clear primary,"[1,1]"
train_15723,clear primary water,"[2,0]"
train_27424,partly_cloudy primary,"[3,0]"
train_18898,agriculture clear primary,"[2,1]"
train_31287,clear primary,"[3,1]"
train_17681,agriculture clear cultivation primary,"[1,1]"
train_24432,agriculture clear cultivation primary,"[2,0]"
train_28941,agriculture clear primary road,"[2,1]"
train_4865,clear primary,"[2,0]"
train_29105,agriculture habitation partly_cloudy primary road,"[2,1]"
train_32888,clear cultivation primary,"[3,1]"
train_20824,clear primary,"[2,1]"
train_9386,clear primary,"[1,1]"
train_5790,clear primary,"[1,0]"
train_6276,clear primary,"[2,1]"
train_20193,partly_cloudy primary,"[2,0]"
train_5895,partly_cloudy primary,"[1,0]"
train_25017,cultivation partly_cloudy primary,"[2,0]"
train_3040,agriculture partly_cloudy primary water,"[3,0]"
train_27066,agriculture clear primary,"[3,1]"
train_32106,clear primary,"[1,0]"
train_27144,clear cultivation primary,"[2,0]"
train_27136,cloudy,"[2,1]"
train_1715,clear primary water,"[1,1]"
train_19200,agriculture clear primary,"[2,0]"
train_1444,agriculture clear primary water,"[1,1]"
train_24797,haze primary water,"[3,1]"
train_5220,cloudy,"[3,0]"
train_21130,haze primary,"[2,0]"
train_35564,clear primary,"[3,1]"
train_38290,artisinal_mine clear primary water,"[1,0]"
train_39676,haze primary water,"[2,0]"
train_3868,clear primary,"[2,1]"
train_38121,clear primary water,"[2,0]"
train_32774,agriculture clear primary water,"[2,0]"
train_14035,partly_cloudy primary,"[2,0]"
train_31226,agriculture habitation partly_cloudy primary,"[3,1]"
train_36723,clear primary water,"[2,0]"
train_29646,agriculture clear primary road,"[1,1]"
train_6359,partly_cloudy primary,"[1,0]"
train_37718,partly_cloudy primary water,"[1,0]"
train_25059,clear primary,"[1,0]"
train_20412,clear primary,"[3,1]"
train_26370,clear primary,"[2,1]"
train_2572,clear cultivation primary,"[3,1]"
train_19590,agriculture clear primary road,"[1,1]"
train_1329,clear primary water,"[1,0]"
train_34771,clear primary water,"[1,0]"
train_39693,agriculture clear cultivation primary road water,"[2,0]"
train_30767,clear primary,"[1,0]"
train_4750,agriculture clear habitation primary road,"[1,1]"
train_14628,clear primary,"[3,0]"
train_35701,clear primary,"[2,0]"
train_18554,agriculture clear cultivation primary,"[1,1]"
train_32479,agriculture clear habitation primary road water,"[1,0]"
train_25893,clear habitation primary road water,"[3,1]"
train_26288,haze primary,"[1,1]"
train_7367,cloudy,"[2,1]"
train_39842,agriculture clear habitation primary,"[2,1]"
train_39188,agriculture cultivation haze primary water,"[2,0]"
train_789,clear primary,"[2,0]"
train_19769,clear primary,"[3,0]"
train_293,clear primary water,"[2,0]"
train_30526,agriculture cultivation partly_cloudy primary slash_burn,"[1,0]"
train_24897,cloudy,"[1,0]"
train_28032,clear primary water,"[3,0]"
train_5271,haze primary,"[3,0]"
train_31348,agriculture partly_cloudy primary road water,"[2,1]"
train_37135,clear primary,"[3,1]"
train_17206,clear cultivation habitation primary road,"[2,0]"
train_4018,haze primary,"[1,0]"
train_7261,clear primary water,"[1,1]"
train_19390,agriculture clear primary road,"[3,0]"
train_39948,agriculture clear cultivation primary road,"[3,1]"
train_1497,agriculture cultivation partly_cloudy primary road,"[1,1]"
train_8185,clear primary,"[1,1]"
train_26689,agriculture clear cultivation primary water,"[1,0]"
train_4242,agriculture clear cultivation primary,"[3,1]"
train_31781,agriculture clear cultivation primary slash_burn,"[3,0]"
train_31708,clear primary,"[1,1]"
train_38233,agriculture clear cultivation habitation primary road,"[1,0]"
train_26496,clear primary road water,"[2,0]"
train_6819,clear primary,"[3,1]"
train_29569,clear primary,"[3,0]"
train_12323,haze primary,"[1,1]"
train_28549,partly_cloudy primary,"[1,1]"
train_8280,clear primary,"[1,1]"
train_29122,clear water,"[2,1]"
train_28436,clear primary,"[2,0]"
train_1719,clear primary,"[1,1]"
train_12201,partly_cloudy primary road,"[2,0]"
train_14116,clear primary,"[1,0]"
train_25964,clear primary road water,"[1,1]"
train_39285,partly_cloudy primary,"[3,0]"
train_30415,clear primary,"[1,1]"
train_8241,haze primary water,"[3,0]"
train_23442,agriculture clear primary road water,"[3,1]"
train_39509,clear primary,"[2,0]"
train_37344,haze primary,"[1,1]"
train_37544,clear primary,"[2,0]"
train_9622,clear primary road water,"[1,0]"
train_24136,clear primary water,"[3,1]"
train_30793,clear primary,"[2,0]"
train_9494,agriculture clear primary road water,"[1,1]"
train_35365,clear primary,"[2,0]"
train_12259,clear primary,"[3,1]"
train_34055,bare_ground clear,"[1,1]"
train_11000,partly_cloudy primary,"[2,1]"
train_12512,agriculture clear primary water,"[1,1]"
train_34929,haze primary,"[3,1]"
train_39412,clear primary water,"[1,0]"
train_5024,clear conventional_mine habitation primary road,"[3,0]"
train_21180,clear primary road water,"[2,0]"
train_12687,partly_cloudy primary,"[1,0]"
train_35244,haze primary water,"[2,1]"
train_34211,partly_cloudy primary,"[2,1]"
train_35811,cloudy,"[1,0]"
train_12237,haze primary road,"[3,0]"
train_11757,cloudy,"[3,0]"
train_404,clear primary,"[3,1]"
train_21365,agriculture habitation partly_cloudy primary road,"[1,0]"
train_2297,clear primary,"[1,1]"
train_24996,agriculture clear primary road,"[3,0]"
train_30476,clear primary,"[3,0]"
train_14585,agriculture habitation partly_cloudy primary road,"[1,0]"
train_18238,clear primary,"[2,0]"
train_1662,cloudy,"[1,1]"
train_26921,agriculture clear habitation primary water,"[3,0]"
train_15767,partly_cloudy primary,"[1,1]"
train_21242,agriculture partly_cloudy primary road,"[2,0]"
train_21562,clear primary,"[3,0]"
train_36186,partly_cloudy primary road water,"[3,1]"
train_1522,clear primary,"[1,1]"
train_162,agriculture partly_cloudy primary,"[2,0]"
train_37014,partly_cloudy primary,"[2,1]"
train_34915,clear primary,"[3,1]"
train_5278,agriculture clear primary road,"[1,1]"
train_3176,cloudy,"[1,1]"
train_22868,agriculture clear primary,"[1,1]"
train_34560,agriculture haze primary road,"[3,1]"
train_6401,clear primary,"[3,0]"
train_34508,clear primary,"[3,0]"
train_18339,agriculture clear primary,"[1,1]"
train_12066,agriculture clear cultivation primary,"[1,1]"
train_3913,agriculture clear habitation primary road,"[1,0]"
train_24738,agriculture clear primary,"[1,0]"
train_39804,clear primary water,"[1,1]"
train_35847,agriculture clear cultivation primary,"[3,1]"
train_24980,clear primary,"[3,1]"
train_18884,clear primary water,"[3,1]"
train_28616,clear primary,"[3,1]"
train_12446,clear primary,"[1,1]"
train_10323,partly_cloudy primary water,"[3,1]"
train_30464,clear primary,"[2,1]"
train_16150,agriculture clear cultivation primary,"[2,1]"
train_37966,clear primary road water,"[2,1]"
train_7808,agriculture clear cultivation habitation primary road,"[2,0]"
train_28043,agriculture clear primary,"[3,1]"
train_6855,clear primary,"[3,0]"
train_8824,clear primary,"[1,1]"
train_30453,clear primary,"[1,0]"
train_4113,clear primary road,"[1,1]"
train_12134,partly_cloudy primary water,"[1,1]"
train_27806,clear primary,"[3,0]"
train_33840,haze primary,"[2,0]"
train_9271,agriculture clear primary water,"[2,0]"
train_13029,agriculture clear primary road water,"[1,0]"
train_38056,clear primary,"[3,0]"
train_28359,clear primary,"[1,0]"
train_4551,agriculture clear primary,"[2,0]"
train_12794,clear cultivation habitation primary,"[3,1]"
train_374,agriculture clear primary,"[2,0]"
train_17855,clear primary,"[1,0]"
train_18234,clear primary,"[3,0]"
train_37764,partly_cloudy primary,"[3,1]"
train_19094,clear primary water,"[1,1]"
train_30650,clear habitation primary road,"[2,1]"
train_39336,haze primary,"[1,0]"
train_36158,clear primary,"[2,1]"
train_7718,clear cultivation primary,"[2,1]"
train_4722,agriculture clear primary,"[2,1]"
train_35689,agriculture clear cultivation habitation primary,"[3,1]"
train_32448,clear primary road water,"[2,1]"
train_11215,partly_cloudy primary,"[3,1]"
train_25259,agriculture clear primary,"[3,1]"
train_4263,cloudy,"[3,1]"
train_6879,agriculture clear primary road water,"[2,1]"
train_10682,clear primary,"[3,0]"
train_19732,clear primary,"[3,1]"
train_22921,agriculture cultivation partly_cloudy primary,"[2,0]"
train_7633,clear primary,"[1,1]"
train_11384,agriculture clear cultivation primary road,"[1,1]"
train_35965,clear primary,"[3,0]"
train_5626,clear primary,"[1,1]"
train_4319,agriculture clear cultivation primary,"[3,1]"
train_8346,agriculture clear primary,"[2,1]"
train_8921,agriculture clear cultivation primary,"[2,1]"
train_36008,partly_cloudy primary,"[3,0]"
train_8527,clear primary water,"[1,0]"
train_18173,partly_cloudy primary,"[1,0]"
train_28774,haze primary,"[3,1]"
train_2542,partly_cloudy primary,"[1,0]"
train_28202,clear primary,"[1,1]"
train_6037,agriculture clear cultivation primary road water,"[3,1]"
train_30179,clear primary,"[1,1]"
train_5205,bare_ground clear primary,"[2,0]"
train_14168,partly_cloudy primary,"[1,1]"
train_7904,agriculture clear primary road,"[3,1]"
train_13847,clear primary,"[2,0]"
train_35679,clear primary,"[2,1]"
train_1396,haze primary,"[2,0]"
train_22822,clear primary,"[1,1]"
train_15635,clear primary,"[2,1]"
train_7093,clear primary,"[3,0]"
train_7182,partly_cloudy primary,"[3,1]"
train_24497,clear primary,"[1,1]"
train_19643,partly_cloudy primary,"[1,1]"
train_31951,cloudy,"[3,0]"
train_2917,clear primary,"[2,1]"
train_30770,partly_cloudy primary,"[1,1]"
train_28169,agriculture clear primary water,"[3,1]"
train_12821,clear primary,"[3,0]"
train_1892,agriculture partly_cloudy primary,"[3,1]"
train_8164,partly_cloudy primary,"[2,1]"
train_31234,clear primary,"[2,0]"
train_4490,haze primary,"[3,0]"
train_27042,agriculture clear cultivation habitation primary road,"[3,1]"
train_11784,agriculture clear primary,"[3,1]"
train_37027,clear primary water,"[3,1]"
train_13421,agriculture clear cultivation primary,"[1,0]"
train_37726,partly_cloudy primary,"[3,0]"
train_13498,partly_cloudy primary,"[2,0]"
train_19666,partly_cloudy primary,"[2,0]"
train_7707,clear primary water,"[2,0]"
train_17228,clear primary,"[2,0]"
train_13422,clear primary,"[2,1]"
train_37923,clear primary,"[3,0]"
train_35962,agriculture clear cultivation primary,"[1,0]"
train_27170,clear primary,"[1,0]"
train_35232,agriculture clear habitation road,"[2,0]"
train_27873,clear primary,"[3,0]"
train_18978,agriculture clear primary road water,"[1,1]"
train_4122,clear primary,"[1,0]"
train_1639,haze primary road,"[2,1]"
train_18435,clear primary,"[3,0]"
train_34341,clear primary water,"[3,0]"
train_14307,agriculture clear primary road water,"[3,1]"
train_35268,agriculture clear primary water,"[3,1]"
train_12734,artisinal_mine clear primary road water,"[2,0]"
train_18221,clear primary water,"[1,1]"
train_16213,cloudy,"[2,1]"
train_17724,clear primary water,"[2,0]"
train_21361,clear primary,"[1,1]"
train_24440,partly_cloudy primary,"[3,0]"
train_35693,clear primary,"[1,0]"
train_36436,clear primary,"[1,1]"
train_4505,agriculture clear primary,"[1,1]"
train_15649,clear primary water,"[3,0]"
train_7175,agriculture partly_cloudy primary road,"[2,0]"
train_22847,clear primary,"[3,1]"
train_13905,agriculture clear primary,"[2,0]"
train_21519,clear primary water,"[1,1]"
train_35731,clear primary,"[1,0]"
train_31407,agriculture clear cultivation habitation primary water,"[2,0]"
train_27111,partly_cloudy primary,"[3,1]"
train_6090,clear primary road water,"[3,0]"
train_35969,clear primary,"[2,0]"
train_35544,clear primary,"[3,1]"
train_9037,haze primary,"[3,0]"
train_9749,clear primary,"[3,1]"
train_3234,clear primary,"[1,1]"
train_22795,clear primary,"[1,1]"
train_18054,clear primary,"[3,0]"
train_38921,clear cultivation primary,"[1,1]"
train_32351,agriculture clear primary road,"[2,1]"
train_4866,agriculture partly_cloudy primary,"[3,1]"
train_9637,clear primary,"[3,1]"
train_13746,partly_cloudy primary,"[2,0]"
train_2237,agriculture partly_cloudy primary,"[1,0]"
train_38017,clear primary,"[2,1]"
train_19052,agriculture clear primary road water,"[3,1]"
train_22831,clear primary,"[1,0]"
train_26634,clear primary,"[2,0]"
train_20785,artisinal_mine clear habitation primary road water,"[3,0]"
train_6194,clear primary,"[2,1]"
train_25546,clear primary,"[2,1]"
train_24178,clear primary,"[1,0]"
train_14471,clear primary,"[3,1]"
train_2663,agriculture clear cultivation habitation primary road,"[3,0]"
train_21728,clear primary road water,"[2,0]"
train_16231,clear primary,"[1,1]"
train_13329,agriculture clear cultivation habitation primary road,"[2,0]"
train_24339,agriculture partly_cloudy primary road,"[3,0]"
train_24997,clear primary,"[1,1]"
train_4261,clear primary water,"[1,1]"
train_6408,agriculture haze primary water,"[3,1]"
train_38767,partly_cloudy primary,"[1,0]"
train_39188,agriculture cultivation haze primary water,"[2,1]"
train_39647,agriculture haze primary,"[3,1]"
train_37954,haze primary water,"[1,0]"
train_36250,partly_cloudy primary,"[1,1]"
train_12061,agriculture clear primary,"[1,0]"
train_13649,clear primary water,"[1,1]"
train_11003,clear primary,"[3,1]"
train_20558,agriculture clear habitation primary road,"[3,0]"
train_19149,clear primary,"[2,0]"
train_19386,cloudy,"[2,0]"
train_30927,clear primary,"[1,0]"
train_12445,clear primary,"[3,0]"
train_7930,clear primary water,"[2,0]"
train_30936,clear primary,"[1,0]"
train_11539,agriculture partly_cloudy primary,"[2,0]"
train_11695,bare_ground clear primary,"[2,1]"
train_5348,agriculture partly_cloudy primary road,"[1,0]"
train_27634,clear primary,"[3,0]"
train_23493,clear primary,"[1,0]"
train_31073,clear primary,"[2,1]"
train_25440,agriculture clear primary water,"[3,0]"
train_39134,agriculture clear cultivation primary water,"[3,0]"
train_22425,clear primary,"[1,0]"
train_628,clear primary,"[2,1]"
train_22128,agriculture clear cultivation habitation primary road water,"[3,0]"
train_8197,partly_cloudy primary,"[3,0]"
train_9102,clear primary,"[1,0]"
train_6653,partly_cloudy primary,"[3,1]"
train_20185,partly_cloudy primary,"[2,1]"
train_10899,agriculture clear primary road,"[3,1]"
train_23423,agriculture clear primary water,"[1,0]"
train_738,agriculture clear cultivation primary,"[1,0]"
train_1340,agriculture artisinal_mine clear cultivation habitation primary water,"[1,0]"
train_22907,partly_cloudy primary,"[3,0]"
train_6488,agriculture clear primary road,"[1,1]"
train_35564,clear primary,"[2,1]"
train_26358,agriculture clear primary road,"[2,0]"
train_3484,clear primary,"[2,0]"
train_28002,agriculture cultivation partly_cloudy primary road,"[1,0]"
train_36113,agriculture clear cultivation primary,"[3,1]"
train_28871,agriculture partly_cloudy primary road,"[3,1]"
train_20598,agriculture clear primary,"[2,0]"
train_8033,partly_cloudy primary,"[1,1]"
train_24744,agriculture clear habitation primary road,"[2,0]"
train_22730,clear conventional_mine habitation primary road,"[3,0]"
train_15928,agriculture clear primary,"[1,1]"
train_4551,agriculture clear primary,"[3,0]"
train_28645,clear cultivation primary,"[1,0]"
train_17400,clear primary water,"[1,1]"
train_6956,agriculture clear primary road,"[3,1]"
train_27371,clear primary,"[3,0]"
train_5506,clear primary,"[1,1]"
train_27482,clear primary,"[1,1]"
train_19358,clear primary,"[2,1]"
train_30554,clear primary,"[2,1]"
train_35329,haze primary,"[3,0]"
train_16743,agriculture clear cultivation primary,"[2,1]"
train_23102,agriculture partly_cloudy primary water,"[3,1]"
train_35511,clear water,"[3,0]"
train_11570,agriculture clear cultivation primary,"[3,0]"
train_13359,bare_ground clear primary,"[2,0]"
train_23582,clear primary,"[1,0]"
train_21392,agriculture partly_cloudy primary road,"[3,0]"
train_36293,clear primary,"[1,0]"
train_27621,clear primary,"[2,0]"
train_19269,clear primary,"[2,0]"
train_2600,partly_cloudy primary selective_logging,"[3,1]"
train_5930,agriculture haze primary,"[3,1]"
train_38592,partly_cloudy primary,"[1,1]"
train_13513,clear primary,"[2,1]"
train_15613,agriculture clear cultivation primary water,"[3,1]"
train_39295,clear primary,"[3,1]"
train_18891,agriculture partly_cloudy primary,"[3,1]"
train_28277,clear cultivation habitation primary road water,"[3,0]"
train_29387,agriculture clear habitation primary road water,"[1,0]"
train_8278,agriculture clear primary road,"[1,0]"
train_11083,clear primary,"[2,0]"
train_6440,clear cultivation primary water,"[1,0]"
train_1706,clear primary,"[3,0]"
train_14878,clear primary,"[1,1]"
train_4934,agriculture cultivation partly_cloudy primary,"[1,0]"
train_33264,partly_cloudy primary water,"[1,0]"
train_29828,clear primary,"[3,1]"
train_36099,cloudy,"[3,1]"
train_10408,clear primary,"[3,1]"
train_8932,clear primary,"[1,1]"
train_21491,clear primary,"[3,1]"
train_9107,agriculture cultivation partly_cloudy primary road water,"[1,1]"
train_1954,partly_cloudy primary water,"[1,0]"
train_20695,clear primary road,"[1,1]"
train_5753,partly_cloudy primary,"[3,0]"
train_6490,agriculture haze primary,"[2,0]"
train_4339,agriculture partly_cloudy primary road,"[1,1]"
train_18380,agriculture clear primary road,"[1,1]"
train_29066,agriculture clear habitation primary road,"[3,1]"
train_15617,clear primary,"[2,0]"
train_26789,bare_ground clear primary,"[2,1]"
train_2571,clear primary,"[3,1]"
train_17493,partly_cloudy primary,"[1,1]"
train_1667,partly_cloudy primary,"[2,1]"
train_21871,cloudy,"[3,1]"
train_30508,agriculture partly_cloudy primary,"[2,1]"
train_34692,clear primary,"[1,1]"
train_6947,agriculture clear primary road,"[1,1]"
train_26486,partly_cloudy primary,"[2,0]"
train_29910,clear cultivation habitation primary,"[1,1]"
train_37206,cloudy,"[2,1]"
train_29623,haze primary,"[2,0]"
train_33490,partly_cloudy primary,"[3,1]"
train_17415,clear primary,"[2,1]"
train_12448,clear primary road water,"[1,1]"
train_15327,partly_cloudy primary,"[3,1]"
train_16305,agriculture clear habitation primary road,"[2,1]"
train_33740,agriculture clear cultivation habitation primary road,"[3,1]"
train_7917,agriculture clear road water,"[2,0]"
train_589,agriculture partly_cloudy primary,"[3,1]"
train_35002,agriculture clear cultivation primary water,"[2,1]"
train_21355,clear primary,"[3,0]"
train_38941,clear primary water,"[3,1]"
train_16734,clear primary,"[3,1]"
train_36841,agriculture clear cultivation habitation primary,"[2,0]"
train_37222,clear primary,"[3,0]"
train_37960,agriculture partly_cloudy primary,"[1,0]"
train_29758,agriculture clear cultivation habitation primary road water,"[2,0]"
train_9808,clear primary,"[1,1]"
train_23695,agriculture clear primary water,"[1,1]"
train_27565,agriculture cultivation haze primary,"[1,1]"
train_23389,clear primary water,"[2,1]"
train_23412,agriculture partly_cloudy primary water,"[3,0]"
train_30382,agriculture clear habitation primary road,"[2,0]"
train_1740,agriculture clear primary,"[2,1]"
train_30278,clear primary,"[3,0]"
train_38577,clear primary water,"[3,0]"
train_30651,bare_ground clear primary water,"[1,0]"
train_15144,clear primary water,"[2,1]"
train_29660,agriculture clear primary road water,"[2,0]"
train_34994,clear primary,"[2,0]"
train_31396,clear primary,"[2,0]"
train_30187,cloudy,"[1,0]"
train_23702,agriculture clear primary road,"[1,1]"
train_5728,partly_cloudy primary,"[1,0]"
train_6167,partly_cloudy primary water,"[3,0]"
train_37427,partly_cloudy primary,"[3,0]"
train_33119,partly_cloudy primary,"[3,0]"
train_33424,haze primary,"[3,0]"
train_18754,agriculture clear primary road water,"[3,0]"
train_29742,partly_cloudy primary,"[3,0]"
train_25319,agriculture clear cultivation primary road,"[1,0]"
train_15091,clear primary,"[1,0]"
train_16449,agriculture clear habitation primary road,"[3,1]"
train_8296,clear primary,"[2,0]"
train_24824,clear primary,"[3,1]"
train_38790,agriculture clear primary road water,"[2,0]"
train_6868,cloudy,"[3,1]"
train_26560,clear primary road,"[2,0]"
train_21982,agriculture clear primary,"[3,0]"
train_9780,agriculture clear cultivation primary,"[1,0]"
train_11167,partly_cloudy primary road water,"[3,1]"
train_19373,agriculture habitation partly_cloudy primary road,"[1,0]"
train_18774,agriculture clear primary,"[1,0]"
train_2901,agriculture clear primary water,"[2,1]"
train_5300,haze primary,"[3,0]"
train_26885,haze primary,"[1,1]"
train_3629,agriculture clear primary road,"[3,0]"
train_18019,haze primary water,"[1,0]"
train_8060,clear primary,"[2,0]"
train_35019,partly_cloudy primary,"[1,0]"
train_16968,clear primary,"[1,0]"
train_34892,partly_cloudy primary,"[3,0]"
train_37925,clear primary road water,"[2,0]"
train_31279,clear primary,"[3,1]"
train_28674,clear primary,"[1,1]"
train_19658,agriculture habitation partly_cloudy primary road water,"[3,1]"
train_37552,agriculture clear primary,"[2,0]"
train_12798,clear cultivation primary,"[3,1]"
train_4691,clear primary,"[2,1]"
train_369,agriculture clear cultivation habitation primary,"[2,0]"
train_4315,agriculture bare_ground clear habitation primary road,"[2,0]"
train_17053,agriculture clear cultivation primary road,"[3,1]"
train_35515,clear primary,"[1,0]"
train_8152,clear primary,"[2,1]"
train_36882,artisinal_mine clear primary water,"[2,0]"
train_5372,partly_cloudy primary water,"[2,1]"
train_3686,agriculture partly_cloudy primary water,"[2,0]"
train_6146,bare_ground clear primary road water,"[3,1]"
train_21935,haze primary,"[1,1]"
train_2924,partly_cloudy primary,"[2,0]"
train_5965,clear primary water,"[1,1]"
train_7822,agriculture clear cultivation primary,"[3,1]"
train_8669,clear primary,"[2,1]"
train_29487,agriculture clear primary road,"[1,0]"
train_5612,agriculture haze primary road water,"[1,0]"
train_29987,clear habitation primary road,"[3,1]"
train_19775,partly_cloudy primary,"[3,1]"
train_37354,agriculture clear primary,"[3,0]"
train_25756,clear cultivation primary,"[1,1]"
train_23598,cloudy,"[2,0]"
train_32651,clear primary,"[2,0]"
train_32167,clear primary,"[2,0]"
train_6396,clear primary,"[2,0]"
train_10282,clear primary,"[3,0]"
train_15934,clear habitation primary road water,"[1,1]"
train_19628,partly_cloudy primary,"[2,1]"
train_27840,partly_cloudy primary,"[1,1]"
train_22625,agriculture partly_cloudy primary road,"[3,0]"
train_5380,bare_ground clear primary water,"[2,0]"
train_17390,clear primary,"[2,1]"
train_6779,partly_cloudy primary water,"[2,1]"
train_14020,agriculture clear primary road,"[2,1]"
train_21596,partly_cloudy primary,"[1,0]"
train_13413,cloudy,"[3,0]"
train_1819,agriculture clear primary road,"[2,0]"
train_908,clear primary,"[2,0]"
train_10856,cloudy,"[2,0]"
train_38475,clear primary,"[2,0]"
train_8380,clear primary,"[3,0]"
train_25481,agriculture clear primary water,"[2,1]"
train_11606,clear primary,"[2,1]"
train_33608,clear primary,"[1,0]"
train_812,clear primary,"[1,0]"
train_13289,clear primary water,"[2,1]"
train_33017,clear primary water,"[2,0]"
train_15585,clear primary,"[2,1]"
train_14886,cultivation haze primary,"[3,1]"
train_27859,clear primary road water,"[1,1]"
train_8212,clear primary water,"[2,1]"
train_34073,clear primary,"[2,1]"
train_3377,agriculture clear habitation primary road,"[2,1]"
train_10306,clear primary,"[1,1]"
train_24706,agriculture clear primary road water,"[2,0]"
train_10407,agriculture partly_cloudy primary,"[2,1]"
train_14089,agriculture clear primary road,"[2,0]"
train_20051,cloudy,"[2,0]"
train_486,bare_ground clear primary,"[1,1]"
train_31021,clear primary water,"[2,1]"
train_7452,haze primary,"[3,1]"
train_24657,clear primary,"[2,0]"
train_13333,agriculture clear habitation road,"[2,0]"
train_23026,clear cultivation primary,"[2,1]"
train_15663,clear water,"[3,0]"
train_19310,partly_cloudy primary,"[2,1]"
train_4534,cloudy,"[3,1]"
train_8792,agriculture clear primary road,"[2,0]"
train_24981,clear primary,"[1,1]"
train_31704,partly_cloudy primary water,"[1,1]"
train_7576,clear primary,"[3,0]"
train_20560,agriculture partly_cloudy primary road,"[3,1]"
train_32075,agriculture cultivation partly_cloudy primary water,"[3,1]"
train_212,partly_cloudy primary,"[1,0]"
train_34279,clear primary,"[3,0]"
train_37421,clear primary water,"[3,0]"
train_14112,agriculture clear cultivation primary,"[1,1]"
train_34201,clear cultivation primary,"[2,0]"
train_13144,clear primary selective_logging,"[3,1]"
train_36514,clear primary water,"[1,1]"
train_18826,agriculture partly_cloudy primary water,"[2,0]"
train_34806,clear primary,"[3,0]"
train_28869,agriculture clear cultivation primary road,"[1,1]"
train_27056,agriculture partly_cloudy primary road,"[3,0]"
train_19809,clear primary,"[2,1]"
train_19405,haze primary,"[3,0]"
train_20488,clear primary,"[2,1]"
train_29881,cloudy,"[3,0]"
train_7669,partly_cloudy primary,"[1,1]"
train_26420,clear primary,"[1,0]"
train_13965,clear cultivation primary selective_logging water,"[1,0]"
train_12552,clear primary,"[3,1]"
train_20618,clear cultivation primary,"[2,0]"
train_25493,agriculture habitation partly_cloudy primary road,"[2,1]"
train_9258,cloudy,"[2,1]"
train_21738,clear primary water,"[3,0]"
train_8687,haze primary,"[3,1]"
train_413,cloudy,"[2,0]"
train_1187,clear primary,"[2,0]"
train_6752,clear primary,"[3,1]"
train_3740,haze primary,"[2,1]"
train_16886,partly_cloudy primary water,"[2,1]"
train_16980,agriculture partly_cloudy primary road,"[1,1]"
train_1711,cloudy,"[1,1]"
train_25215,clear habitation primary road,"[1,0]"
train_34388,agriculture partly_cloudy primary road,"[3,0]"
train_20554,cloudy,"[3,1]"
train_6667,partly_cloudy primary,"[3,1]"
