image_name,tags,augment
train_8659,clear primary,"[1,0]"
train_32432,clear primary,"[3,1]"
train_17380,clear water,"[3,1]"
train_23965,clear primary,"[1,1]"
train_24247,clear primary road,"[2,0]"
train_7818,agriculture habitation haze primary road,"[1,0]"
train_6582,clear primary,"[2,0]"
train_9551,clear primary,"[1,1]"
train_19738,haze primary,"[2,0]"
train_34471,clear primary,"[3,0]"
train_28844,clear primary blooming,"[3,1]"
train_35233,partly_cloudy primary,"[1,0]"
train_14185,agriculture clear cultivation primary,"[3,0]"
train_16082,clear primary,"[3,1]"
train_11462,agriculture partly_cloudy,"[2,0]"
train_11249,clear primary,"[1,0]"
train_13007,agriculture clear primary road,"[3,0]"
train_29709,haze primary,"[3,1]"
train_342,agriculture partly_cloudy primary road,"[3,1]"
train_39676,haze primary water,"[1,1]"
train_38874,agriculture clear cultivation primary road,"[2,0]"
train_10696,cultivation partly_cloudy primary,"[2,1]"
train_3706,clear primary,"[3,0]"
train_16099,partly_cloudy primary road,"[3,1]"
train_25251,agriculture bare_ground haze primary,"[3,0]"
train_24708,clear primary,"[2,0]"
train_19622,agriculture haze primary water,"[2,0]"
train_7104,clear primary,"[3,0]"
train_2186,clear primary road water,"[2,0]"
train_11502,agriculture clear cultivation primary water,"[3,1]"
train_20165,partly_cloudy primary,"[1,0]"
train_25728,clear water,"[1,1]"
train_12617,clear primary,"[1,1]"
train_5235,cloudy,"[1,0]"
train_24765,agriculture clear primary road,"[3,0]"
train_10595,clear primary water,"[3,0]"
train_16659,cloudy,"[3,0]"
train_3756,clear primary,"[1,0]"
train_34827,clear primary,"[3,1]"
train_18997,clear primary,"[2,1]"
train_20214,clear primary water,"[3,0]"
train_11087,haze primary,"[3,0]"
train_32066,clear primary road water,"[1,0]"
train_5910,agriculture clear habitation road,"[1,0]"
train_36576,clear primary,"[2,0]"
train_21914,clear primary water,"[3,0]"
train_20181,agriculture clear primary,"[2,1]"
train_10733,clear primary,"[3,0]"
train_31255,clear primary,"[1,0]"
train_22196,agriculture partly_cloudy primary road,"[3,1]"
train_20916,agriculture clear primary,"[3,1]"
train_3897,blow_down clear primary,"[1,1]"
train_27356,clear primary,"[1,0]"
train_30203,artisinal_mine clear primary road water,"[2,1]"
train_25281,agriculture clear primary,"[2,1]"
train_16222,clear primary,"[2,1]"
train_15663,clear water,"[1,1]"
train_380,clear primary,"[3,1]"
train_9694,agriculture clear primary water,"[1,0]"
train_2326,haze primary,"[3,1]"
train_13817,clear primary,"[2,0]"
train_39833,agriculture clear primary,"[1,0]"
train_27291,clear primary,"[1,0]"
train_39079,artisinal_mine clear primary water,"[3,0]"
train_36480,clear conventional_mine primary,"[2,0]"
train_22243,clear primary,"[3,1]"
train_12460,clear primary water,"[2,1]"
train_11699,clear primary,"[1,1]"
train_7852,clear primary,"[1,1]"
train_21892,clear cultivation primary,"[1,1]"
train_39177,bare_ground clear primary,"[3,1]"
train_4708,agriculture clear primary water,"[2,0]"
train_5067,clear primary,"[2,0]"
train_31373,clear primary,"[3,0]"
train_19650,partly_cloudy primary,"[3,1]"
train_19045,partly_cloudy primary,"[3,0]"
train_1438,clear primary,"[2,0]"
train_8188,haze primary,"[1,1]"
train_15299,agriculture partly_cloudy primary road,"[1,1]"
train_35507,clear primary,"[3,1]"
train_28652,partly_cloudy primary,"[2,1]"
train_37255,haze primary water,"[2,0]"
train_29991,agriculture clear primary road,"[1,0]"
train_11927,agriculture clear primary,"[3,0]"
train_37261,agriculture haze primary road water,"[2,1]"
train_6826,clear primary,"[2,0]"
train_703,blow_down clear primary,"[1,0]"
train_33100,clear cultivation primary slash_burn,"[1,0]"
train_23501,agriculture clear cultivation primary,"[2,0]"
train_9556,agriculture clear cultivation primary,"[2,1]"
train_19772,agriculture partly_cloudy primary road,"[3,1]"
train_20487,agriculture habitation partly_cloudy primary road,"[1,1]"
train_17450,clear primary,"[2,0]"
train_22444,clear primary water,"[1,1]"
train_21256,agriculture clear primary road,"[2,0]"
train_4012,partly_cloudy primary,"[1,1]"
train_24192,cloudy,"[2,1]"
train_17428,agriculture bare_ground haze primary,"[3,1]"
train_5524,agriculture clear primary water,"[2,0]"
train_34037,clear primary,"[2,0]"
train_5765,clear primary,"[2,0]"
train_39956,partly_cloudy primary,"[3,1]"
train_9447,clear primary,"[2,0]"
train_31336,clear primary,"[1,0]"
train_2730,clear primary,"[1,0]"
train_23361,haze primary,"[2,0]"
train_35268,agriculture clear primary water,"[3,0]"
train_12945,haze primary,"[3,1]"
train_28794,clear primary,"[2,1]"
train_32,agriculture clear primary road,"[3,1]"
train_32022,haze primary,"[3,0]"
train_8751,agriculture clear cultivation primary,"[1,0]"
train_39673,agriculture clear primary,"[2,1]"
train_2312,agriculture clear primary road water,"[1,1]"
train_11810,partly_cloudy primary,"[3,1]"
train_28848,agriculture clear primary road,"[3,0]"
train_3357,clear primary,"[1,0]"
train_7181,partly_cloudy primary,"[2,0]"
train_22110,cloudy,"[3,1]"
train_4654,agriculture partly_cloudy primary,"[2,1]"
train_24809,haze primary,"[3,0]"
train_28947,agriculture clear primary road,"[1,0]"
train_6520,cloudy,"[3,0]"
train_16792,agriculture clear habitation primary road,"[1,0]"
train_9833,conventional_mine partly_cloudy primary,"[1,0]"
train_4229,agriculture clear primary road,"[1,1]"
train_26522,clear primary,"[3,0]"
train_32306,agriculture clear cultivation primary,"[3,1]"
train_12552,clear primary,"[1,0]"
train_22362,agriculture partly_cloudy primary road,"[3,1]"
train_15666,clear primary,"[3,0]"
train_29180,agriculture clear primary,"[3,0]"
train_8033,partly_cloudy primary,"[3,1]"
train_36731,clear primary,"[1,1]"
train_8793,agriculture clear primary,"[3,0]"
train_35627,clear cultivation primary water,"[1,0]"
train_39561,partly_cloudy primary,"[3,0]"
train_18986,clear primary slash_burn water,"[3,0]"
train_25849,clear primary water,"[2,0]"
train_5356,agriculture clear habitation primary road,"[2,0]"
train_14190,clear primary,"[3,1]"
train_1386,clear primary selective_logging,"[3,1]"
train_24201,bare_ground clear habitation road,"[1,1]"
train_30481,agriculture clear cultivation cultivation primary,"[1,0]"
train_23258,partly_cloudy primary,"[1,1]"
train_24636,cloudy,"[2,1]"
train_32088,agriculture clear habitation primary road,"[3,0]"
train_32686,agriculture clear cultivation habitation primary,"[3,1]"
train_27613,clear primary water,"[3,0]"
train_19871,clear primary road water,"[3,0]"
train_26144,partly_cloudy primary,"[3,0]"
train_39144,clear primary,"[2,0]"
train_5829,clear primary,"[1,1]"
train_21159,clear primary,"[2,0]"
train_18190,agriculture clear primary,"[1,0]"
train_6218,agriculture clear habitation primary road,"[1,0]"
train_16132,agriculture haze primary road,"[2,1]"
train_21220,agriculture clear cultivation primary,"[2,0]"
train_29627,partly_cloudy primary,"[3,0]"
train_189,clear primary road water,"[2,0]"
train_16866,agriculture habitation partly_cloudy primary road,"[2,0]"
train_4091,clear primary,"[3,1]"
train_32003,bare_ground clear primary,"[2,0]"
train_30892,clear primary,"[3,1]"
train_38835,cloudy,"[1,0]"
train_24607,clear habitation primary road water,"[3,0]"
train_33140,cloudy,"[1,1]"
train_7503,agriculture clear habitation primary road,"[2,0]"
train_29305,agriculture haze primary water,"[1,0]"
train_32318,partly_cloudy primary,"[1,1]"
train_20258,clear primary,"[1,1]"
train_26151,clear primary,"[2,0]"
train_13201,agriculture clear primary water,"[3,0]"
train_11562,artisinal_mine clear primary road water,"[2,1]"
train_7389,agriculture partly_cloudy primary,"[2,0]"
train_19533,clear primary,"[1,0]"
train_37466,clear primary water,"[3,0]"
train_1603,partly_cloudy primary road,"[3,1]"
train_30084,agriculture habitation partly_cloudy primary water,"[1,1]"
train_18803,clear primary,"[1,1]"
train_40270,clear primary,"[2,0]"
train_38755,haze primary,"[2,0]"
train_30533,haze primary,"[2,1]"
train_15120,clear primary,"[1,0]"
train_26820,haze primary road water,"[3,1]"
train_15493,agriculture partly_cloudy primary road,"[2,1]"
train_5789,clear primary,"[1,0]"
train_21336,cloudy,"[3,0]"
train_36539,clear primary water,"[1,1]"
train_644,clear primary,"[1,1]"
train_14979,clear primary,"[2,0]"
train_20748,cloudy,"[3,0]"
train_21707,clear primary,"[1,1]"
train_7261,clear primary water,"[2,0]"
train_25269,cloudy,"[2,1]"
train_23256,clear primary,"[1,0]"
train_38496,clear primary,"[3,0]"
train_35142,clear primary,"[1,0]"
train_6435,clear primary,"[1,1]"
train_25348,clear primary,"[2,1]"
train_30167,clear primary,"[1,1]"
train_39627,partly_cloudy primary,"[3,0]"
train_23367,clear primary,"[1,0]"
train_39433,clear primary,"[1,0]"
train_4118,agriculture clear cultivation primary,"[2,0]"
train_40132,clear primary,"[2,1]"
train_33613,clear habitation primary,"[3,1]"
train_26806,partly_cloudy primary,"[1,0]"
train_31472,clear cultivation primary,"[1,1]"
train_37355,partly_cloudy primary,"[2,1]"
train_19353,partly_cloudy primary,"[2,1]"
train_22220,haze primary water,"[1,1]"
train_24066,agriculture clear habitation primary road,"[3,1]"
train_26592,clear primary,"[1,1]"
train_7172,cloudy,"[1,1]"
train_25624,agriculture clear habitation primary road,"[2,1]"
train_5604,clear primary,"[2,0]"
train_28825,partly_cloudy primary,"[2,1]"
train_18479,clear primary,"[2,0]"
train_6979,clear habitation primary road,"[1,0]"
train_17656,agriculture partly_cloudy primary water,"[1,0]"
train_29587,agriculture clear primary road,"[3,1]"
train_30250,clear primary water,"[1,1]"
train_29405,bare_ground clear primary,"[1,1]"
train_9689,clear water,"[1,0]"
train_10374,clear primary blow_down,"[3,1]"
train_15176,agriculture clear primary road,"[1,0]"
train_11736,haze primary,"[2,0]"
train_11217,clear primary,"[1,1]"
train_35173,partly_cloudy primary,"[1,0]"
train_22097,haze primary,"[2,0]"
train_22439,clear cultivation primary road,"[1,0]"
train_40147,clear habitation primary water,"[3,1]"
train_35703,clear primary,"[3,0]"
train_19014,partly_cloudy primary,"[3,1]"
train_26493,clear primary,"[1,1]"
train_1666,agriculture partly_cloudy primary road water,"[3,0]"
train_10033,clear primary road water,"[3,0]"
train_36446,agriculture clear primary water,"[1,0]"
train_17007,habitation haze primary road,"[2,1]"
train_12274,partly_cloudy primary,"[3,1]"
train_19005,clear primary,"[3,1]"
train_31524,agriculture clear habitation primary,"[1,0]"
train_38927,agriculture clear primary road,"[1,0]"
train_3514,clear cultivation primary,"[1,0]"
train_17586,partly_cloudy primary,"[2,1]"
train_1717,cloudy,"[1,1]"
train_38106,partly_cloudy primary,"[1,0]"
train_19,agriculture clear primary road,"[2,0]"
train_6384,clear primary road selective_logging,"[1,1]"
train_27171,agriculture haze primary road,"[1,1]"
train_8924,clear primary,"[2,0]"
train_423,clear primary,"[1,1]"
train_32061,clear primary,"[2,1]"
train_2572,clear cultivation primary,"[1,0]"
train_4229,agriculture clear primary road,"[3,1]"
train_27751,clear primary water,"[3,0]"
train_26259,clear habitation primary road water,"[1,1]"
train_38243,clear primary,"[3,0]"
train_34997,haze primary,"[2,0]"
train_34363,clear primary,"[1,1]"
train_14883,haze primary,"[3,1]"
train_22628,partly_cloudy primary,"[1,1]"
train_27247,artisinal_mine partly_cloudy primary water,"[2,0]"
train_23695,agriculture clear primary water,"[2,1]"
train_18840,clear primary,"[2,1]"
train_20395,agriculture clear primary road,"[1,0]"
train_20687,clear primary road selective_logging,"[3,0]"
train_36564,cloudy,"[1,1]"
train_35550,agriculture clear habitation primary road,"[2,1]"
train_13980,agriculture clear cultivation primary road,"[3,0]"
train_12505,clear primary,"[2,0]"
train_39005,agriculture partly_cloudy primary,"[3,0]"
train_11175,clear primary,"[2,1]"
train_27251,clear primary,"[1,0]"
train_3984,agriculture clear primary,"[3,0]"
train_2073,agriculture clear cultivation primary,"[1,1]"
train_18595,clear primary,"[2,0]"
train_5286,clear primary,"[2,1]"
train_19914,partly_cloudy primary,"[2,1]"
train_25726,partly_cloudy primary,"[2,1]"
train_6816,cloudy,"[1,1]"
train_24091,partly_cloudy primary,"[3,0]"
train_36742,agriculture clear primary water,"[3,1]"
train_11493,partly_cloudy primary,"[2,0]"
train_35943,clear primary,"[2,0]"
train_5755,artisinal_mine clear primary water,"[1,1]"
train_33523,cloudy,"[3,0]"
train_32218,agriculture clear cultivation primary road slash_burn,"[1,0]"
train_39858,clear primary,"[2,0]"
train_21027,agriculture clear primary,"[2,1]"
train_37912,agriculture clear primary selective_logging,"[3,1]"
train_30050,partly_cloudy primary,"[1,0]"
train_33498,agriculture cultivation partly_cloudy primary,"[2,0]"
train_36173,clear primary,"[2,0]"
train_25819,clear primary,"[2,1]"
train_6225,clear primary road,"[3,0]"
train_4784,clear primary,"[1,1]"
train_6326,agriculture clear primary water,"[1,0]"
train_11050,cloudy,"[1,0]"
train_1710,clear primary,"[2,1]"
train_8123,agriculture partly_cloudy primary,"[1,1]"
train_40315,agriculture clear primary,"[1,1]"
train_5538,haze primary,"[2,1]"
train_183,clear primary,"[2,1]"
train_33112,clear primary,"[2,1]"
train_31374,agriculture clear habitation primary road,"[1,1]"
train_38212,agriculture clear cultivation primary,"[2,1]"
train_40116,clear primary water,"[2,0]"
train_39172,clear cultivation primary road,"[3,1]"
train_20859,clear primary road water,"[2,1]"
train_39130,clear primary,"[3,0]"
train_1519,clear habitation primary water,"[1,1]"
train_14304,clear primary,"[3,1]"
train_28602,partly_cloudy primary,"[1,1]"
train_27326,clear primary water,"[2,0]"
train_37265,agriculture partly_cloudy primary road,"[3,0]"
train_13100,clear primary,"[2,1]"
train_17617,clear cultivation habitation primary,"[2,1]"
train_28537,cloudy,"[3,1]"
train_22142,blooming clear primary,"[2,0]"
train_37772,agriculture clear primary road,"[1,1]"
train_38480,agriculture clear habitation primary road,"[2,1]"
train_21241,clear primary water,"[3,1]"
train_14680,agriculture cultivation partly_cloudy primary,"[3,0]"
train_32874,partly_cloudy primary,"[1,1]"
train_28043,agriculture clear primary,"[2,0]"
train_10839,clear primary,"[2,0]"
train_15473,agriculture clear primary road,"[3,1]"
train_38223,clear primary,"[2,0]"
train_14473,clear primary,"[3,1]"
train_5938,clear primary,"[2,1]"
train_28536,clear primary,"[1,1]"
train_8774,partly_cloudy primary,"[1,0]"
train_21150,partly_cloudy primary water,"[3,0]"
train_36040,partly_cloudy primary water,"[3,0]"
train_34495,clear primary,"[1,0]"
train_7748,partly_cloudy primary road water,"[2,1]"
train_26890,agriculture clear cultivation primary,"[3,1]"
train_12905,partly_cloudy primary,"[2,1]"
train_4954,agriculture clear primary road water,"[2,1]"
train_36442,partly_cloudy primary,"[2,1]"
train_16512,haze primary water,"[1,0]"
train_25430,agriculture clear habitation primary road,"[3,1]"
train_31727,partly_cloudy primary,"[2,0]"
train_31135,clear primary road,"[3,0]"
train_12052,agriculture cultivation partly_cloudy primary,"[2,1]"
train_38380,agriculture clear primary road,"[1,1]"
train_34472,clear primary,"[2,0]"
train_7878,agriculture clear cultivation primary road,"[2,1]"
train_34293,partly_cloudy primary,"[3,1]"
train_19426,cloudy,"[1,0]"
train_6910,partly_cloudy primary,"[2,0]"
train_23847,clear cultivation primary slash_burn,"[3,1]"
train_27351,clear primary,"[3,0]"
train_15578,agriculture clear primary water,"[1,1]"
train_8164,partly_cloudy primary,"[3,0]"
train_13103,agriculture habitation haze road,"[1,1]"
train_34612,clear primary,"[3,1]"
train_30375,agriculture clear primary road,"[3,1]"
train_25807,clear primary,"[3,0]"
train_18888,agriculture clear habitation primary road,"[1,0]"
train_8660,clear primary,"[2,0]"
train_28068,agriculture clear primary,"[3,0]"
train_12314,bare_ground clear primary,"[1,0]"
train_24612,clear primary,"[3,0]"
train_2603,clear primary,"[3,1]"
train_9939,agriculture clear primary road,"[1,1]"
train_33341,cloudy,"[3,0]"
train_26576,clear conventional_mine primary water,"[3,1]"
train_31892,cloudy,"[3,1]"
train_6893,cloudy,"[2,0]"
train_28101,cloudy,"[3,0]"
train_28826,clear primary,"[2,0]"
train_7528,clear primary,"[2,1]"
train_11950,agriculture partly_cloudy primary,"[2,1]"
train_34142,agriculture blooming clear primary,"[1,1]"
train_35171,clear primary water,"[1,0]"
train_36686,agriculture clear cultivation habitation primary road,"[2,1]"
train_28686,cloudy,"[3,1]"
train_7258,cloudy,"[3,1]"
train_13988,agriculture clear habitation primary road water,"[3,0]"
train_17585,haze primary road,"[3,1]"
train_38618,clear primary,"[3,1]"
train_17284,partly_cloudy primary,"[1,0]"
train_30841,agriculture clear primary road,"[1,1]"
train_27773,habitation haze primary road,"[2,1]"
train_35181,agriculture cultivation habitation partly_cloudy primary water,"[2,1]"
train_19855,haze primary,"[3,0]"
train_31991,clear cultivation primary,"[1,0]"
train_7208,clear primary,"[2,0]"
train_6079,cloudy,"[2,0]"
train_18919,clear primary,"[1,1]"
train_5367,partly_cloudy primary,"[3,1]"
train_20563,haze primary,"[1,1]"
train_39681,clear habitation primary road,"[2,0]"
train_35690,partly_cloudy primary water,"[3,1]"
train_26949,clear primary water,"[1,1]"
train_20732,clear primary,"[1,0]"
train_34366,clear primary,"[3,1]"
train_20252,agriculture partly_cloudy primary road water,"[1,1]"
train_7639,clear primary,"[2,1]"
train_25043,clear primary water,"[2,1]"
train_3936,agriculture clear primary road water,"[2,0]"
train_22108,partly_cloudy primary road water,"[1,0]"
train_38973,clear primary road,"[2,0]"
train_26362,clear primary,"[3,1]"
train_17519,clear primary,"[2,1]"
train_39540,agriculture clear primary,"[1,1]"
train_21641,clear primary,"[2,0]"
train_8785,agriculture clear habitation primary road water,"[1,0]"
train_18217,clear primary,"[3,0]"
train_38806,clear primary,"[3,0]"
train_4774,clear primary,"[3,1]"
train_2926,agriculture partly_cloudy primary,"[3,0]"
train_31108,clear primary water,"[3,1]"
train_32098,clear primary,"[3,1]"
train_34946,agriculture clear primary road,"[3,1]"
train_33013,clear primary,"[3,1]"
train_12876,clear primary water,"[3,1]"
train_29798,clear cultivation primary,"[1,1]"
train_30431,clear primary,"[1,1]"
train_16028,partly_cloudy primary,"[2,0]"
train_18637,clear primary,"[3,1]"
train_9734,agriculture partly_cloudy primary,"[2,0]"
train_17631,clear primary,"[2,0]"
train_12992,clear primary,"[2,0]"
train_6897,clear primary,"[3,1]"
train_29894,agriculture clear primary water,"[2,0]"
train_15730,clear primary,"[2,1]"
train_28113,agriculture clear primary,"[3,0]"
train_8568,agriculture clear primary,"[2,0]"
train_28623,clear primary,"[1,1]"
train_24413,clear cultivation primary,"[1,0]"
train_25729,clear primary water,"[3,1]"
train_7890,partly_cloudy primary water,"[1,0]"
train_17733,clear primary,"[3,0]"
train_26556,cloudy,"[3,1]"
train_30238,agriculture clear cultivation primary,"[3,1]"
train_8095,clear primary,"[1,1]"
train_22815,partly_cloudy primary,"[3,0]"
train_24346,clear primary,"[3,0]"
