image_name,tags,augment
train_22923,partly_cloudy primary,"[2,0]"
train_15563,cloudy,"[2,1]"
train_7038,clear primary,"[3,1]"
train_38694,agriculture haze primary road,"[1,0]"
train_30964,clear primary,"[2,0]"
train_8567,clear primary water,"[1,1]"
train_14260,partly_cloudy primary,"[3,1]"
train_22582,cloudy,"[2,1]"
train_5347,agriculture clear habitation primary road water,"[1,1]"
train_25442,agriculture clear primary,"[3,0]"
train_1357,partly_cloudy primary,"[1,0]"
train_32614,clear primary water,"[2,1]"
train_28946,agriculture clear primary,"[1,1]"
train_9971,clear primary,"[1,0]"
train_26916,cloudy,"[2,1]"
train_8709,clear habitation primary road,"[1,0]"
train_34837,agriculture clear primary,"[3,0]"
train_34814,clear water,"[1,0]"
train_7840,partly_cloudy primary,"[3,0]"
train_14058,partly_cloudy primary water,"[2,1]"
train_10081,cloudy,"[2,1]"
train_32092,cloudy,"[1,0]"
train_11969,clear primary,"[1,1]"
train_18515,haze primary,"[2,0]"
train_15390,agriculture clear cultivation habitation primary,"[2,1]"
train_30581,clear habitation road water,"[1,0]"
train_11237,clear primary,"[3,0]"
train_24126,clear primary,"[2,0]"
train_19542,agriculture clear primary road water,"[1,0]"
train_10163,clear primary,"[1,1]"
train_29154,clear water,"[2,0]"
train_36605,partly_cloudy primary,"[3,0]"
train_27036,agriculture clear habitation primary road,"[1,1]"
train_35622,cloudy,"[1,0]"
train_22050,clear primary,"[1,1]"
train_36949,clear cultivation primary,"[3,0]"
train_13502,cloudy,"[1,1]"
train_24058,clear primary water,"[2,0]"
train_7818,agriculture habitation haze primary road,"[1,1]"
train_9018,clear primary,"[2,1]"
train_22714,clear primary,"[3,1]"
train_38611,agriculture clear primary,"[1,1]"
train_40004,agriculture partly_cloudy primary road,"[1,1]"
train_32357,clear primary,"[1,1]"
train_1092,cloudy,"[1,1]"
train_18629,clear primary,"[1,0]"
train_39562,clear primary,"[3,1]"
train_23020,agriculture partly_cloudy road,"[1,1]"
train_33297,clear primary road water,"[1,1]"
train_25250,partly_cloudy primary,"[2,0]"
train_26859,clear habitation water,"[1,0]"
train_28128,partly_cloudy primary,"[2,0]"
train_26904,clear primary road water,"[1,1]"
train_31674,clear primary water,"[1,1]"
train_3941,haze primary,"[2,0]"
train_33231,agriculture clear cultivation primary,"[2,0]"
train_5268,partly_cloudy primary,"[3,1]"
train_1492,cloudy,"[1,1]"
train_4168,agriculture cultivation partly_cloudy primary,"[3,0]"
train_16680,agriculture partly_cloudy primary road,"[1,1]"
train_5728,partly_cloudy primary,"[2,0]"
train_38592,partly_cloudy primary,"[3,1]"
train_11745,partly_cloudy primary,"[1,0]"
train_492,partly_cloudy primary,"[2,0]"
train_24934,clear primary,"[1,0]"
train_28901,clear primary,"[3,0]"
train_18294,cloudy,"[3,1]"
train_28510,agriculture clear habitation primary road water,"[2,0]"
train_29315,clear primary,"[3,1]"
train_38605,bare_ground partly_cloudy primary,"[1,0]"
train_13940,agriculture clear cultivation primary road water,"[2,1]"
train_36861,partly_cloudy primary,"[1,0]"
train_26446,clear cultivation primary,"[3,1]"
train_10219,clear habitation primary road,"[3,0]"
train_21118,clear primary,"[3,1]"
train_712,blooming clear primary,"[1,0]"
train_30930,agriculture clear primary road,"[2,1]"
train_28286,agriculture habitation haze primary road,"[2,1]"
train_24301,cloudy,"[2,0]"
train_1848,agriculture partly_cloudy primary,"[2,0]"
train_9611,agriculture partly_cloudy,"[1,0]"
train_11723,clear cultivation primary,"[2,0]"
train_7334,agriculture clear primary road,"[1,0]"
train_5022,habitation partly_cloudy primary road,"[1,1]"
train_30232,agriculture clear primary road,"[1,1]"
train_16281,clear primary,"[1,0]"
train_14027,clear primary,"[2,1]"
train_1500,cloudy,"[1,0]"
train_887,partly_cloudy primary,"[3,1]"
train_5622,clear primary,"[3,0]"
train_10228,clear primary,"[1,1]"
train_8685,clear primary,"[2,0]"
train_1561,clear primary,"[1,0]"
train_33406,agriculture clear habitation primary road selective_logging,"[3,0]"
train_10834,haze primary,"[2,1]"
train_33553,blow_down clear primary,"[2,0]"
train_27302,cloudy,"[1,1]"
train_35313,agriculture clear cultivation primary,"[3,0]"
train_25541,clear primary,"[2,0]"
train_23650,agriculture clear primary road,"[1,1]"
train_34563,clear primary,"[2,1]"
train_38840,agriculture clear cultivation primary road,"[1,0]"
train_20981,clear primary water,"[2,0]"
train_17899,partly_cloudy primary,"[1,0]"
train_19159,clear primary water,"[3,0]"
train_10212,clear primary,"[3,1]"
train_17649,clear primary,"[1,0]"
train_3592,cloudy,"[2,0]"
train_17884,partly_cloudy primary water,"[2,1]"
train_21387,clear primary,"[1,0]"
train_40142,clear cultivation habitation primary road water,"[2,0]"
train_31251,cloudy,"[1,1]"
train_28905,haze primary,"[2,1]"
train_11742,agriculture clear road,"[1,0]"
train_24039,clear primary,"[2,0]"
train_15492,partly_cloudy primary,"[1,1]"
train_40388,agriculture clear primary water,"[1,0]"
train_32461,partly_cloudy primary,"[2,1]"
train_18013,agriculture clear cultivation primary,"[1,1]"
train_28090,clear primary,"[1,0]"
train_28082,clear primary,"[2,1]"
train_39303,agriculture partly_cloudy primary,"[1,1]"
train_27948,clear primary,"[3,1]"
train_33551,agriculture partly_cloudy primary,"[2,1]"
train_22410,cloudy,"[1,0]"
train_12146,partly_cloudy primary water,"[2,0]"
train_1285,clear primary road,"[1,0]"
train_2944,clear primary,"[3,0]"
train_36656,clear primary,"[1,0]"
train_23558,agriculture clear habitation primary road,"[2,1]"
train_11101,partly_cloudy primary,"[3,0]"
train_21684,clear primary,"[2,0]"
train_14953,clear primary,"[2,0]"
train_18853,partly_cloudy primary,"[2,0]"
train_22553,agriculture clear primary water,"[2,1]"
train_11474,clear primary selective_logging,"[2,1]"
train_34839,agriculture habitation partly_cloudy primary road,"[3,1]"
train_21360,agriculture clear primary road,"[3,0]"
train_30130,agriculture cultivation partly_cloudy primary,"[3,1]"
train_584,agriculture clear habitation primary road,"[1,1]"
train_1527,agriculture clear habitation primary,"[1,1]"
train_26548,clear primary water,"[1,0]"
train_34583,clear primary,"[2,1]"
train_8250,clear primary,"[2,0]"
train_7353,clear primary,"[3,1]"
train_35834,clear primary,"[1,1]"
train_33080,partly_cloudy primary,"[2,0]"
train_10848,clear primary,"[2,1]"
train_23116,clear cultivation primary,"[1,1]"
train_5863,clear primary,"[3,1]"
train_22548,clear primary,"[1,0]"
train_12682,cloudy,"[3,0]"
train_18011,clear primary,"[2,1]"
train_17590,partly_cloudy primary,"[1,0]"
train_38927,agriculture clear primary road,"[3,0]"
train_21874,agriculture clear primary,"[1,0]"
train_40105,clear primary,"[2,0]"
train_21074,clear primary,"[1,1]"
train_17200,cloudy,"[2,1]"
train_15070,clear primary,"[3,1]"
train_20627,clear primary,"[3,1]"
train_10688,clear primary,"[2,0]"
train_12488,agriculture clear primary,"[1,0]"
train_39675,clear primary,"[2,0]"
train_27024,clear primary,"[2,0]"
train_29155,clear cultivation primary,"[3,0]"
train_20404,clear habitation primary road water,"[3,0]"
train_39486,haze primary,"[3,0]"
train_14904,agriculture clear primary road,"[2,0]"
train_11948,clear primary,"[2,0]"
train_7235,partly_cloudy primary,"[1,0]"
train_5437,clear primary,"[3,0]"
train_28009,clear primary,"[3,1]"
train_2287,agriculture clear primary road,"[2,0]"
train_20143,partly_cloudy primary,"[3,1]"
train_40008,cloudy,"[1,1]"
train_35070,haze primary,"[1,1]"
train_28524,clear primary,"[2,1]"
train_30957,clear primary,"[1,0]"
train_34701,agriculture partly_cloudy,"[1,0]"
train_34413,cloudy,"[2,0]"
train_26207,clear primary,"[3,0]"
train_33001,clear primary,"[2,0]"
train_7980,clear primary,"[3,0]"
train_7035,partly_cloudy primary,"[3,1]"
train_34773,agriculture cultivation partly_cloudy primary water,"[2,1]"
train_31228,cloudy,"[1,0]"
train_16800,clear primary road water,"[2,1]"
train_1498,clear primary,"[1,0]"
train_9092,clear primary,"[2,0]"
train_25881,agriculture clear primary road,"[1,0]"
train_28156,artisinal_mine clear primary road water,"[3,0]"
train_6709,agriculture clear primary road,"[1,1]"
train_2830,clear primary,"[3,0]"
train_14852,haze primary,"[3,1]"
train_14032,agriculture clear primary road,"[1,1]"
train_28013,agriculture haze primary,"[2,1]"
train_38725,agriculture clear primary water,"[2,0]"
train_17353,blooming clear primary,"[3,0]"
train_39668,clear primary,"[2,1]"
train_27804,agriculture clear primary road water,"[1,0]"
train_7257,clear cultivation primary road,"[2,1]"
train_19701,clear primary,"[1,0]"
train_9757,clear primary,"[3,1]"
train_11723,clear cultivation primary,"[1,0]"
train_34135,clear primary water,"[3,1]"
train_8641,agriculture clear primary road,"[3,1]"
train_39708,clear primary,"[2,0]"
train_34486,clear primary,"[1,1]"
train_7337,agriculture clear primary road,"[2,0]"
train_28454,cloudy,"[3,1]"
train_28661,haze primary,"[3,0]"
train_9079,agriculture clear primary,"[3,0]"
train_30519,clear water,"[2,1]"
train_32250,partly_cloudy primary,"[1,0]"
train_3379,haze primary,"[2,1]"
train_14020,agriculture clear primary road,"[3,1]"
train_12821,clear primary,"[1,0]"
train_30134,clear primary,"[3,0]"
train_8142,clear primary,"[3,0]"
train_24964,agriculture clear cultivation primary,"[1,0]"
train_38701,conventional_mine partly_cloudy primary road water,"[1,1]"
train_30061,clear primary,"[2,0]"
train_39708,clear primary,"[3,1]"
train_10168,agriculture clear cultivation habitation primary road,"[1,1]"
train_29861,cloudy,"[1,1]"
train_19131,clear primary,"[3,0]"
train_26827,haze primary,"[2,0]"
train_12802,partly_cloudy primary water,"[2,1]"
train_6092,clear primary,"[1,0]"
train_7069,agriculture bare_ground clear habitation primary road water,"[3,0]"
train_14829,partly_cloudy primary,"[3,0]"
train_31046,partly_cloudy primary water,"[2,1]"
train_17680,clear primary water,"[1,0]"
train_22948,clear primary,"[2,1]"
train_12631,clear primary,"[2,1]"
train_5563,partly_cloudy primary,"[2,1]"
train_5185,agriculture clear primary road,"[1,0]"
train_38194,partly_cloudy primary,"[2,0]"
train_26638,clear primary,"[3,0]"
train_3478,clear primary,"[2,0]"
train_32188,clear primary,"[2,0]"
train_11439,clear primary,"[2,1]"
train_17230,agriculture clear habitation primary road,"[3,1]"
train_1446,agriculture clear primary road,"[3,1]"
train_20763,clear primary,"[3,1]"
train_13919,clear primary,"[2,0]"
train_16107,agriculture partly_cloudy primary,"[3,1]"
train_11280,clear primary water,"[1,1]"
train_23497,agriculture clear primary,"[2,1]"
train_29782,agriculture clear primary,"[3,0]"
train_17321,agriculture partly_cloudy primary,"[3,1]"
train_14030,clear primary,"[3,0]"
train_12303,clear primary,"[2,0]"
train_29549,partly_cloudy primary water,"[1,1]"
train_27630,bare_ground clear primary water,"[1,0]"
train_22322,agriculture clear primary road,"[1,1]"
train_14021,agriculture partly_cloudy primary road,"[2,0]"
train_12948,agriculture haze primary,"[1,0]"
train_5282,clear primary,"[2,0]"
train_38403,clear primary,"[2,1]"
train_38028,clear primary,"[2,0]"
train_9733,agriculture clear primary,"[3,0]"
train_22562,clear primary road water,"[2,0]"
train_18777,agriculture clear primary road,"[3,1]"
train_36894,clear primary,"[1,1]"
train_29002,cloudy,"[2,1]"
train_10011,partly_cloudy primary,"[3,1]"
train_12382,agriculture partly_cloudy water,"[1,0]"
train_23137,agriculture partly_cloudy primary road,"[3,1]"
train_33428,clear habitation primary road,"[3,1]"
train_3728,agriculture clear primary road,"[1,1]"
train_7778,clear primary,"[3,1]"
train_33128,clear primary,"[1,0]"
train_30884,partly_cloudy primary,"[2,0]"
train_35293,clear primary,"[1,1]"
train_18315,clear primary,"[3,0]"
train_23673,clear primary,"[3,1]"
train_24006,clear cultivation primary,"[3,0]"
train_14853,clear water,"[2,1]"
train_16802,clear primary,"[2,0]"
train_5399,agriculture clear primary,"[2,0]"
train_23450,clear primary,"[3,0]"
train_2143,agriculture clear cultivation primary water,"[2,1]"
train_28802,haze primary,"[2,0]"
train_28051,clear primary,"[1,0]"
train_16107,agriculture partly_cloudy primary,"[2,1]"
train_22152,clear primary,"[2,1]"
train_18928,agriculture clear cultivation primary road,"[1,1]"
train_40107,partly_cloudy primary,"[2,1]"
train_17272,agriculture cultivation partly_cloudy primary,"[1,1]"
train_16271,clear primary,"[1,1]"
train_15659,agriculture bare_ground partly_cloudy primary road,"[3,1]"
train_15314,clear primary,"[3,0]"
train_582,cloudy,"[2,0]"
train_103,agriculture clear habitation primary road water,"[3,0]"
train_37126,agriculture clear primary road,"[2,0]"
train_35505,clear primary water,"[1,0]"
train_34982,agriculture partly_cloudy primary,"[1,1]"
train_30796,clear primary,"[1,1]"
train_3752,clear primary,"[2,1]"
train_17476,partly_cloudy primary,"[2,0]"
train_32786,clear cultivation primary,"[2,0]"
train_8368,agriculture clear primary water,"[2,0]"
train_32744,clear primary,"[3,1]"
train_29260,bare_ground clear primary,"[3,1]"
train_25197,clear primary,"[3,1]"
train_7547,agriculture clear cultivation primary road,"[2,0]"
train_39388,agriculture cultivation haze primary water,"[3,1]"
train_25446,agriculture clear habitation primary road,"[2,1]"
train_18952,haze primary,"[2,1]"
train_19297,clear primary,"[1,1]"
train_12014,haze primary,"[2,1]"
train_17321,agriculture partly_cloudy primary,"[1,1]"
train_36294,clear primary,"[3,1]"
train_2233,partly_cloudy primary,"[3,0]"
train_29281,blooming clear primary,"[1,1]"
train_8874,agriculture clear cultivation primary,"[3,0]"
train_14882,agriculture clear cultivation primary,"[1,0]"
train_8777,clear primary,"[1,1]"
train_21482,bare_ground clear,"[1,1]"
train_6884,clear primary,"[3,1]"
train_27727,clear primary,"[3,1]"
train_33878,clear cultivation primary,"[3,0]"
train_29545,agriculture clear cultivation primary,"[2,1]"
train_6245,agriculture partly_cloudy primary road,"[1,0]"
train_14957,partly_cloudy primary road water,"[1,1]"
train_30748,cloudy,"[1,0]"
train_2538,clear primary water,"[1,1]"
train_39121,clear primary,"[2,1]"
train_19574,clear primary,"[1,0]"
train_20868,agriculture clear primary,"[1,1]"
train_2981,clear primary,"[1,0]"
train_59,agriculture clear habitation primary road,"[1,1]"
train_37106,clear primary,"[2,0]"
train_5729,agriculture clear primary road,"[2,1]"
train_9911,clear primary,"[1,1]"
train_30008,clear primary,"[2,0]"
train_23398,clear primary,"[3,1]"
train_18141,clear primary,"[1,1]"
train_3445,agriculture haze water,"[1,1]"
train_39073,clear primary,"[2,1]"
train_28670,clear primary,"[2,0]"
train_13700,clear primary,"[1,1]"
train_35917,clear primary road water,"[1,0]"
train_21771,agriculture clear primary road water,"[1,0]"
train_35745,bare_ground clear primary,"[3,1]"
train_16199,cloudy,"[3,0]"
train_27570,agriculture bare_ground clear habitation road,"[2,1]"
train_5660,agriculture clear cultivation primary water,"[1,0]"
train_10470,agriculture clear habitation primary road,"[1,1]"
train_35373,clear primary,"[3,0]"
train_14681,clear primary,"[2,1]"
train_12985,agriculture clear cultivation habitation primary road,"[1,1]"
train_27908,clear cultivation primary,"[2,1]"
train_29988,clear cultivation primary,"[3,0]"
train_3294,clear primary,"[2,0]"
train_14893,clear primary,"[1,1]"
train_37622,agriculture haze primary water,"[2,1]"
train_13202,partly_cloudy primary,"[3,0]"
train_26141,clear primary,"[1,1]"
train_11086,agriculture partly_cloudy primary road water,"[3,1]"
train_22711,agriculture clear cultivation primary water,"[1,1]"
train_9577,clear primary,"[1,1]"
train_9572,agriculture clear primary road,"[1,1]"
train_133,haze primary,"[1,0]"
train_5380,bare_ground clear primary water,"[1,1]"
train_36935,cloudy,"[3,0]"
train_6381,agriculture clear primary road,"[3,0]"
train_702,agriculture clear primary road,"[3,0]"
train_7469,agriculture clear primary road,"[3,1]"
train_14849,agriculture clear habitation primary road water,"[3,1]"
train_9213,agriculture clear habitation primary,"[1,0]"
train_5991,agriculture clear primary,"[1,0]"
train_56,clear primary water,"[3,1]"
train_34919,agriculture cultivation partly_cloudy primary,"[2,1]"
train_11086,agriculture partly_cloudy primary road water,"[2,1]"
train_18464,clear primary,"[2,1]"
train_35818,bare_ground partly_cloudy primary water,"[1,0]"
train_1111,clear primary,"[1,0]"
train_22775,haze primary,"[2,1]"
train_31287,clear primary,"[2,0]"
train_26755,bare_ground clear primary road,"[3,0]"
train_38179,partly_cloudy primary,"[3,0]"
train_16301,haze primary,"[1,0]"
train_32999,clear primary,"[1,1]"
train_31495,blow_down clear primary blow_down,"[2,1]"
train_26648,clear primary,"[1,0]"
train_12779,clear primary water,"[3,1]"
train_928,partly_cloudy primary water,"[3,1]"
train_23386,cultivation partly_cloudy primary,"[2,0]"
train_10591,agriculture partly_cloudy primary water,"[3,0]"
train_39814,haze primary,"[3,1]"
train_38307,agriculture bare_ground partly_cloudy primary,"[3,1]"
train_2550,cloudy,"[2,0]"
train_31872,clear primary,"[1,0]"
train_22072,partly_cloudy primary,"[1,1]"
train_23430,clear primary,"[3,0]"
train_30104,partly_cloudy primary,"[1,0]"
train_19374,agriculture cultivation partly_cloudy primary,"[3,1]"
train_21316,haze primary,"[2,1]"
train_18628,agriculture clear cultivation primary,"[3,0]"
train_15812,clear primary,"[1,0]"
train_21404,clear primary,"[1,1]"
train_21098,cloudy,"[3,1]"
train_8140,agriculture clear primary road water,"[1,0]"
train_971,clear primary,"[1,0]"
train_34201,clear cultivation primary,"[3,1]"
train_27041,partly_cloudy primary,"[2,0]"
train_19951,cloudy,"[3,1]"
train_38539,agriculture clear primary water,"[1,0]"
train_12365,cloudy,"[3,0]"
train_28670,clear primary,"[3,1]"
train_2380,cloudy,"[1,1]"
train_19141,clear primary,"[1,0]"
train_19364,clear primary,"[3,0]"
train_17936,clear primary,"[2,1]"
train_20775,clear primary,"[3,0]"
train_33985,clear primary water,"[3,1]"
train_25270,clear primary,"[1,1]"
train_38567,cloudy,"[1,0]"
train_19838,agriculture clear primary road,"[2,0]"
train_37876,clear primary,"[3,0]"
train_18461,clear primary,"[1,1]"
train_10962,agriculture clear habitation primary water,"[3,0]"
train_38599,clear primary,"[3,0]"
train_26271,cloudy,"[1,0]"
train_25102,agriculture cultivation haze primary,"[1,0]"
train_22906,artisinal_mine clear primary water,"[3,1]"
train_35971,clear cultivation primary,"[1,1]"
train_18125,agriculture clear primary,"[2,0]"
train_4521,clear primary,"[3,0]"
train_31360,clear primary,"[1,1]"
train_29553,clear primary water,"[3,1]"
train_28681,clear primary water,"[3,1]"
train_2017,agriculture bare_ground clear habitation primary water,"[3,1]"
train_26522,clear primary,"[3,1]"
train_3290,agriculture partly_cloudy primary,"[1,1]"
train_12728,clear cultivation primary,"[2,1]"
train_20255,partly_cloudy primary,"[3,0]"
train_17475,agriculture clear primary,"[1,0]"
train_34213,agriculture clear primary road,"[2,1]"
train_39838,agriculture clear cultivation habitation primary road,"[3,1]"
train_3834,clear cultivation primary,"[2,0]"
train_38933,partly_cloudy primary,"[3,1]"
train_36656,clear primary,"[2,0]"
train_9553,agriculture clear primary road water,"[1,1]"
train_35755,haze primary,"[1,1]"
train_38559,clear primary,"[2,0]"
train_19313,blow_down clear primary,"[2,1]"
train_12529,clear primary water,"[3,1]"
train_17447,agriculture partly_cloudy primary,"[3,0]"
train_29336,clear cultivation primary water,"[1,0]"
train_27322,haze primary,"[3,1]"
train_9261,clear primary,"[1,0]"
train_14823,clear primary water,"[3,0]"
train_19012,clear primary,"[1,0]"
train_36740,partly_cloudy primary water,"[3,1]"
train_17611,agriculture clear primary road,"[2,0]"
train_30331,agriculture clear primary,"[3,0]"
train_5108,clear primary,"[1,1]"
train_19005,clear primary,"[1,1]"
train_14345,partly_cloudy primary,"[2,0]"
train_14455,partly_cloudy primary,"[2,0]"
train_19390,agriculture clear primary road,"[2,0]"
train_9518,haze primary road water,"[2,1]"
train_5062,clear primary,"[3,0]"
train_11768,agriculture clear primary,"[2,0]"
train_1314,clear primary,"[2,0]"
train_28359,clear primary,"[3,0]"
train_3461,cultivation haze primary,"[2,0]"
train_5839,clear primary road selective_logging,"[2,0]"
train_11540,agriculture partly_cloudy primary road,"[2,0]"
train_33509,clear primary,"[2,0]"
train_3739,clear primary,"[3,1]"
train_16830,agriculture clear cultivation cultivation road,"[2,0]"
train_28822,haze primary,"[2,1]"
train_30504,clear primary,"[1,0]"
train_14258,agriculture clear cultivation primary,"[2,1]"
train_16151,clear primary,"[2,1]"
train_2492,agriculture partly_cloudy primary road,"[1,1]"
train_25888,clear primary,"[2,0]"
train_2837,cloudy,"[2,0]"
train_37775,clear primary,"[3,1]"
train_29291,clear primary water,"[2,0]"
train_26869,blooming clear primary,"[3,1]"
train_6784,agriculture clear primary,"[3,0]"
train_25528,partly_cloudy primary,"[1,1]"
train_7185,partly_cloudy primary,"[1,1]"
train_18584,agriculture clear primary water,"[3,0]"
train_10639,partly_cloudy primary,"[1,1]"
train_7293,partly_cloudy primary,"[2,0]"
train_7120,agriculture partly_cloudy primary road,"[3,1]"
train_3014,cloudy,"[1,1]"
train_6982,partly_cloudy primary,"[3,1]"
train_31649,partly_cloudy primary water,"[3,1]"
train_34409,clear primary,"[3,1]"
train_10972,agriculture clear cultivation primary,"[1,0]"
train_6233,clear primary,"[1,1]"
train_12876,clear primary water,"[3,0]"
train_38536,agriculture clear cultivation habitation primary,"[1,1]"
train_14550,clear primary,"[1,0]"
train_16442,agriculture clear cultivation habitation primary road,"[3,0]"
train_36459,partly_cloudy primary,"[2,1]"
train_29977,clear primary,"[1,0]"
train_19930,agriculture clear habitation primary road,"[3,1]"
train_4479,agriculture clear primary road,"[3,1]"
train_28898,clear primary water,"[3,1]"
train_5548,cloudy,"[2,0]"
train_18638,clear primary,"[2,1]"
train_26433,agriculture haze primary,"[3,1]"
train_21347,clear primary,"[2,0]"
train_14706,clear primary,"[3,0]"
train_7383,clear primary,"[2,1]"
train_22091,agriculture partly_cloudy primary water,"[3,0]"
train_18200,clear primary,"[1,0]"
train_34287,clear primary road water,"[3,0]"
train_30025,clear primary,"[3,1]"
train_26378,agriculture clear primary road water,"[3,1]"
train_11445,agriculture clear habitation primary road,"[1,1]"
train_152,haze primary,"[1,1]"
train_7293,partly_cloudy primary,"[1,0]"
train_30576,agriculture clear primary water,"[1,0]"
train_3055,clear primary,"[3,1]"
train_7793,clear cultivation primary,"[1,1]"
train_8737,clear primary,"[2,0]"
train_35909,cloudy,"[1,1]"
train_10256,clear primary,"[1,1]"
train_34913,clear primary water,"[2,1]"
train_14456,clear primary water,"[1,1]"
train_23302,clear primary,"[2,0]"
train_12373,clear primary,"[3,0]"
train_35564,clear primary,"[3,0]"
train_16323,agriculture clear cultivation primary road water,"[3,1]"
train_14201,clear primary,"[1,0]"
train_19142,clear primary,"[1,0]"
train_20762,clear primary,"[2,1]"
train_8761,agriculture clear habitation primary road,"[2,0]"
train_19217,clear primary,"[2,1]"
train_35482,clear primary,"[3,0]"
train_26514,clear primary,"[3,0]"
train_9580,agriculture cultivation partly_cloudy primary road,"[1,0]"
train_32228,cloudy,"[3,0]"
train_12756,clear primary,"[1,1]"
train_5354,clear primary,"[3,0]"
train_23875,agriculture clear primary,"[2,0]"
train_24550,partly_cloudy primary,"[3,0]"
train_37618,agriculture clear primary,"[2,1]"
train_5780,cloudy,"[2,1]"
train_21750,cloudy,"[3,0]"
train_20270,haze primary,"[2,1]"
train_29387,agriculture clear habitation primary road water,"[1,1]"
train_9660,agriculture cultivation partly_cloudy primary slash_burn,"[2,1]"
train_18327,bare_ground clear primary slash_burn water,"[1,1]"
train_10329,clear primary,"[2,1]"
train_19570,agriculture partly_cloudy primary road,"[3,1]"
train_8979,agriculture partly_cloudy primary,"[2,1]"
train_3630,haze primary,"[1,1]"
train_37341,blooming clear primary water,"[3,0]"
train_22395,clear primary,"[3,1]"
train_22397,clear primary,"[2,1]"
train_33815,clear primary,"[3,1]"
train_21373,agriculture cultivation habitation haze primary road,"[2,1]"
train_34482,clear primary,"[2,0]"
train_3282,clear primary,"[1,1]"
train_33458,agriculture clear habitation road,"[2,1]"
train_13318,agriculture partly_cloudy primary road,"[1,1]"
train_1837,clear primary,"[1,0]"
train_38257,cultivation haze primary water,"[1,1]"
train_16048,clear cultivation primary,"[3,0]"
train_1297,cloudy,"[1,0]"
train_5099,clear primary,"[1,1]"
train_31929,clear primary,"[1,0]"
train_24183,clear primary water,"[3,0]"
train_19354,agriculture clear cultivation primary,"[2,0]"
train_27835,partly_cloudy primary,"[1,1]"
train_33668,agriculture clear primary,"[3,0]"
train_15252,partly_cloudy primary,"[3,1]"
train_19591,agriculture cultivation partly_cloudy primary road,"[1,1]"
train_27427,partly_cloudy primary,"[2,1]"
train_22623,blooming clear primary road,"[3,1]"
train_11985,partly_cloudy primary road water,"[3,1]"
train_27903,agriculture clear primary road,"[3,0]"
train_33796,clear primary,"[2,1]"
train_18071,clear primary,"[2,1]"
train_896,agriculture clear habitation primary,"[2,1]"
train_31546,agriculture clear habitation primary road,"[2,0]"
train_29153,clear primary,"[3,0]"
train_14439,haze primary,"[2,1]"
train_17459,agriculture clear primary water,"[1,1]"
